"","speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi"
"15308","Ploceus velatus","bird","Passeriformes","Ploceidae",23,"npp.sd",-0.208451108035694,-0.211551546950806,0.05
"15309","Ploceus xanthops","bird","Passeriformes","Ploceidae",6,"npp.sd",-0.150969329660688,-0.152132225383171,0.333333333333333
"15310","Pluvialis dominica","bird","Charadriiformes","Charadriidae",14,"npp.sd",0.294125145591438,0.303076110425906,0.0909090909090909
"15311","Pluvialis squatarola","bird","Charadriiformes","Charadriidae",10,"npp.sd",0.378588160203165,0.398410565969461,0.142857142857143
"15312","Podiceps auritus","bird","Podicipediformes","Podicipedidae",14,"npp.sd",-0.196306623572569,-0.198888226020818,0.0909090909090909
"15313","Podiceps grisegena","bird","Podicipediformes","Podicipedidae",6,"npp.sd",0.313281044578618,0.324179390085192,0.333333333333333
"15314","Podiceps nigricollis","bird","Podicipediformes","Podicipedidae",23,"npp.sd",0.18757637048725,0.18982396524492,0.05
"15315","Podilymbus podiceps","bird","Podicipediformes","Podicipedidae",17,"npp.sd",-0.0188902818665267,-0.018892529301105,0.0714285714285714
"15316","Poecile atricapillus","bird","Passeriformes","Paridae",108,"npp.sd",0.05981063754651,0.0598821114644552,0.00952380952380952
"15317","Poecile lugubris","bird","Passeriformes","Paridae",5,"npp.sd",-0.195283349245314,-0.197824159890757,0.5
"15318","Poecile montanus","bird","Passeriformes","Paridae",8,"npp.sd",0.799217088563604,1.09644130833997,0.2
"15319","Poecile palustris","bird","Passeriformes","Paridae",7,"npp.sd",0.15184503490153,0.153028476467373,0.25
"15320","Poecile rufescens","bird","Passeriformes","Paridae",12,"npp.sd",-0.21810660373687,-0.221667279347444,0.111111111111111
"15321","Poecilodryas albispecularis","bird","Passeriformes","Petroicidae",22,"npp.sd",0.21681919249846,0.220315964032673,0.0526315789473684
"15322","Pogoniulus bilineatus","bird","Piciformes","Lybiidae",8,"npp.sd",0.495504646883449,0.54333017821352,0.2
"15323","Pogoniulus chrysoconus","bird","Piciformes","Lybiidae",5,"npp.sd",-0.527778626419392,-0.587061096887822,0.5
"15324","Pogoniulus scolopaceus","bird","Piciformes","Lybiidae",9,"npp.sd",-0.0844199544311122,-0.0846213624006483,0.166666666666667
"15325","Polioptila caerulea","bird","Passeriformes","Polioptilidae",19,"npp.sd",0.404742689444094,0.429307829515135,0.0625
"15326","Polioptila californica","bird","Passeriformes","Polioptilidae",15,"npp.sd",-0.0846339026052455,-0.0848368501931617,0.0833333333333333
"15327","Polioptila dumicola","bird","Passeriformes","Polioptilidae",8,"npp.sd",-0.288316944673834,-0.296729643079652,0.2
"15328","Polioptila melanura","bird","Passeriformes","Polioptilidae",32,"npp.sd",0.197713232855495,0.20035163473747,0.0344827586206897
"15329","Polioptila plumbea","bird","Passeriformes","Polioptilidae",8,"npp.sd",0.404022607594934,0.428446976296035,0.2
"15330","Polioxolmis rufipennis","bird","Passeriformes","Tyrannidae",6,"npp.sd",0.263646830855432,0.270023638338848,0.333333333333333
"15331","Polyonymus caroli","bird","Apodiformes","Trochilidae",5,"npp.sd",0.681998500437094,0.832840925310599,0.5
"15332","Polypedates megacephalus","amphibian","Anura","Rhacophoridae",6,"npp.sd",0.396881799541165,0.41994227364575,0.333333333333333
"15333","Polytmus guainumbi","bird","Apodiformes","Trochilidae",5,"npp.sd",0.332781321976332,0.345952705949247,0.5
"15334","Pomatorhinus ruficollis","bird","Passeriformes","Pomatostomidae",8,"npp.sd",0.122695144944386,0.123316454901019,0.2
"15335","Pooecetes gramineus","bird","Passeriformes","Passerellidae",54,"npp.sd",0.154518967870815,0.155766661996903,0.0196078431372549
"15336","Poospiza hispaniolensis","bird","Passeriformes","Thraupidae",6,"npp.sd",-0.229808705379855,-0.233987496812666,0.333333333333333
"15337","Porzana carolina","bird","Gruiformes","Rallidae",45,"npp.sd",0.372028666821614,0.390775592315606,0.0238095238095238
"15338","Premnoplex brunnescens","bird","Passeriformes","Furnariidae",10,"npp.sd",-0.34592856061835,-0.360811426727689,0.142857142857143
"15339","Prinia flavicans","bird","Passeriformes","Cisticolidae",6,"npp.sd",-0.442681572340437,-0.475561051922431,0.333333333333333
"15340","Prinia gracilis","bird","Passeriformes","Cisticolidae",5,"npp.sd",0.300044154248613,0.309568126061772,0.5
"15341","Prinia subflava","bird","Passeriformes","Cisticolidae",14,"npp.sd",0.271208352543773,0.278167650299393,0.0909090909090909
"15342","Prionochilus olivaceus","bird","Passeriformes","Dicaeidae",6,"npp.sd",-0.481383175808795,-0.524783097213073,0.333333333333333
"15343","Prionops retzii","bird","Passeriformes","Vangidae",5,"npp.sd",-0.526368523816463,-0.585108568197234,0.5
"15344","Procavia capensis","mammal","Hyracoidea","Procaviidae",5,"npp.sd",0.175118756195802,0.176942530752301,0.5
"15345","Procyon lotor","mammal","Carnivora","Procyonidae",79,"npp.sd",-0.218628678860113,-0.222215495876567,0.0131578947368421
"15346","Proechimys semispinosus","mammal","Rodentia","Echimyidae",18,"npp.sd",0.187695649105164,0.18994759658525,0.0666666666666667
"15347","Proechimys simonsi","mammal","Rodentia","Echimyidae",6,"npp.sd",0.299487824270503,0.308956868689135,0.333333333333333
"15348","Progne chalybea","bird","Passeriformes","Hirundinidae",5,"npp.sd",-0.615908770130761,-0.718386340602686,0.5
"15349","Progne subis","bird","Passeriformes","Hirundinidae",16,"npp.sd",-0.00662545390767643,-0.00662555085528373,0.0769230769230769
"15350","Protobothrops jerdonii","reptile","Squamata","Viperidae",7,"npp.sd",0.321428571428571,0.333239466738892,0.25
"15351","Protobothrops mucrosquamatus","reptile","Squamata","Viperidae",5,"npp.sd",-0.307793505625546,-0.318106167928833,0.5
"15352","Protonotaria citrea","bird","Passeriformes","Parulidae",8,"npp.sd",-0.0963383126793246,-0.096638024335345,0.2
"15353","Prunella fulvescens","bird","Passeriformes","Prunellidae",5,"npp.sd",0.172791528268896,0.174542681220681,0.5
"15354","Prunella modularis","bird","Passeriformes","Prunellidae",10,"npp.sd",0.606981253404453,0.704127694045831,0.142857142857143
"15355","Psaltriparus minimus","bird","Passeriformes","Aegithalidae",25,"npp.sd",-0.33935504441552,-0.35336345182164,0.0454545454545455
"15356","Psammodynastes pulverulentus","reptile","Squamata","Lamprophiidae",21,"npp.sd",0.321575631791899,0.333403480115974,0.0555555555555556
"15357","Psammophis condanarus","reptile","Squamata","Psammophiidae",6,"npp.sd",0.240067665780286,0.244845915446348,0.333333333333333
"15358","Psarocolius angustifrons","bird","Passeriformes","Icteridae",6,"npp.sd",-0.335908350302653,-0.349473292533186,0.333333333333333
"15359","Psarocolius decumanus","bird","Passeriformes","Icteridae",8,"npp.sd",-0.17543573497988,-0.177269556460157,0.2
"15360","Pseudocolaptes boissonneautii","bird","Passeriformes","Furnariidae",17,"npp.sd",-0.338229971586194,-0.352092498279148,0.0714285714285714
"15361","Pseudotriccus ruficeps","bird","Passeriformes","Tyrannidae",6,"npp.sd",0.449257491249913,0.483769622787884,0.333333333333333
"15362","Pseudoxenodon macrops","reptile","Squamata","Pseudoxenodontidae",5,"npp.sd",0.810166847773745,1.12751438045763,0.5
"15363","Psophodes olivaceus","bird","Passeriformes","Psophodidae",6,"npp.sd",-0.951695276654899,-1.84946214940728,0.333333333333333
"15364","Ptenochirus jagori","mammal","Chiroptera","Pteropodidae",15,"npp.sd",0.196943514725951,0.199550730565192,0.0833333333333333
"15365","Pteronotus davyi","mammal","Chiroptera","Mormoopidae",18,"npp.sd",0.0121487362147643,0.0121493339522791,0.0666666666666667
"15366","Pteronotus parnellii","mammal","Chiroptera","Mormoopidae",35,"npp.sd",0.116966176422621,0.117504006355746,0.03125
"15367","Pterophanes cyanopterus","bird","Apodiformes","Trochilidae",10,"npp.sd",-0.0950363497366077,-0.0953240301838281,0.142857142857143
"15368","Pteropus alecto","mammal","Chiroptera","Pteropodidae",5,"npp.sd",0.826677659649138,1.17755050473425,0.5
"15369","Ptilinopus rivoli","bird","Columbiformes","Columbidae",6,"npp.sd",0.393707906867343,0.416180580794388,0.333333333333333
"15370","Ptilonorhynchus violaceus","bird","Passeriformes","Ptilonorhynchidae",5,"npp.sd",-0.3,-0.309519604203112,0.5
"15371","Ptiloprora guisei","bird","Passeriformes","Meliphagidae",9,"npp.sd",0.162440508999983,0.163892332945975,0.166666666666667
"15372","Ptilorrhoa caerulescens","bird","Passeriformes","Cinclosomatidae",8,"npp.sd",0.310016715865513,0.320563902455332,0.2
"15373","Ptyas korros","reptile","Squamata","Colubridae",6,"npp.sd",-0.798974621957983,-1.09577048404856,0.333333333333333
"15374","Ptyas mucosus","reptile","Squamata","Colubridae",5,"npp.sd",0.411112603785436,0.436949382719905,0.5
"15375","Ptychoramphus aleuticus","bird","Charadriiformes","Alcidae",9,"npp.sd",-0.133333333333333,-0.13413199329734,0.166666666666667
"15376","Ptyonoprogne fuligula","bird","Passeriformes","Hirundinidae",6,"npp.sd",-0.678934739833204,-0.827135191340824,0.333333333333333
"15377","Puffinus gravis","bird","Procellariiformes","Procellariidae",6,"npp.sd",0.232277418127704,0.236595424712805,0.333333333333333
"15378","Puffinus griseus","bird","Procellariiformes","Procellariidae",7,"npp.sd",0.351278929229496,0.366901968367598,0.25
"15379","Puma concolor","mammal","Carnivora","Felidae",45,"npp.sd",-0.130485489581736,-0.131233717174605,0.0238095238095238
"15380","Pusa hispida","mammal","Carnivora","Phocidae",22,"npp.sd",0.0436501288391938,0.0436778832628294,0.0526315789473684
"15381","Pycnonotus barbatus","bird","Passeriformes","Pycnonotidae",32,"npp.sd",0.494832493472112,0.542439682337937,0.0344827586206897
"15382","Pycnonotus importunus","bird","Passeriformes","Pycnonotidae",13,"npp.sd",0.781139013424355,1.04828578502464,0.1
"15383","Pycnonotus jocosus","bird","Passeriformes","Pycnonotidae",5,"npp.sd",0.5,0.549306144334055,0.5
"15384","Pycnonotus nigricans","bird","Passeriformes","Pycnonotidae",8,"npp.sd",0.205209789805604,0.208165368456363,0.2
"15385","Pycnonotus plumosus","bird","Passeriformes","Pycnonotidae",5,"npp.sd",0.544388552152672,0.610371496823574,0.5
"15386","Pycnonotus urostictus","bird","Passeriformes","Pycnonotidae",9,"npp.sd",-0.26475150787001,-0.271211209396659,0.166666666666667
"15387","Pygochelidon cyanoleuca","bird","Passeriformes","Hirundinidae",5,"npp.sd",0.728117205864793,0.924708352508164,0.5
"15388","Pygoderma bilabiatum","mammal","Chiroptera","Phyllostomidae",16,"npp.sd",-0.253623228129028,-0.259281345588149,0.0769230769230769
"15389","Pyrenestes ostrinus","bird","Passeriformes","Estrildidae",6,"npp.sd",0.292123522332855,0.300886336696294,0.333333333333333
"15390","Pyriglena leuconota","bird","Passeriformes","Thamnophilidae",6,"npp.sd",0.319316348721709,0.33088565056405,0.333333333333333
"15391","Pyriglena leucoptera","bird","Passeriformes","Thamnophilidae",6,"npp.sd",-0.196486093712029,-0.19907489631984,0.333333333333333
"15392","Pyrocephalus rubinus","bird","Passeriformes","Tyrannidae",33,"npp.sd",-0.1891793885668,-0.191485961714227,0.0333333333333333
"15393","Pyrrhomyias cinnamomeus","bird","Passeriformes","Tyrannidae",13,"npp.sd",0.446136133929365,0.479865808015068,0.1
"15394","Pyrrhula pyrrhula","bird","Passeriformes","Fringillidae",6,"npp.sd",0.879247082553848,1.37244001715922,0.333333333333333
"15395","Pyrrhura frontalis","bird","Psittaciformes","Psittacidae",10,"npp.sd",0.481752597142252,0.525264056742965,0.142857142857143
"15396","Pytilia melba","bird","Passeriformes","Estrildidae",6,"npp.sd",-0.551498732772042,-0.620532580068424,0.333333333333333
"15397","Pytilia phoenicoptera","bird","Passeriformes","Estrildidae",5,"npp.sd",-0.926374121005941,-1.63219912023091,0.5
"15398","Quelea erythrops","bird","Passeriformes","Ploceidae",10,"npp.sd",0.0801601271561816,0.0803324856878147,0.142857142857143
"15399","Quelea quelea","bird","Passeriformes","Ploceidae",13,"npp.sd",-0.510747655424411,-0.563740772432203,0.1
"15400","Querula purpurata","bird","Passeriformes","Cotingidae",7,"npp.sd",0.150357861123216,0.151506554393899,0.25
"15401","Quiscalus lugubris","bird","Passeriformes","Icteridae",6,"npp.sd",0.236333991886964,0.240887645030246,0.333333333333333
"15402","Quiscalus major","bird","Passeriformes","Icteridae",7,"npp.sd",0.0243076989520325,0.0243124881666072,0.25
"15403","Quiscalus mexicanus","bird","Passeriformes","Icteridae",29,"npp.sd",0.210809415744357,0.214018255125496,0.0384615384615385
"15404","Quiscalus quiscula","bird","Passeriformes","Icteridae",67,"npp.sd",0.358182472160337,0.374799314328456,0.015625
"15405","Rallus limicola","bird","Gruiformes","Rallidae",42,"npp.sd",0.0104050840464962,0.0104054595757167,0.0256410256410256
"15406","Rallus longirostris","bird","Gruiformes","Rallidae",8,"npp.sd",0.385146394999297,0.406088457287485,0.2
"15407","Ramphastos tucanus","bird","Piciformes","Ramphastidae",7,"npp.sd",0.530653270798555,0.591054053830911,0.25
"15408","Ramphastos vitellinus","bird","Piciformes","Ramphastidae",5,"npp.sd",-0.7,-0.867300527694053,0.5
"15409","Ramphocaenus melanurus","bird","Passeriformes","Polioptilidae",10,"npp.sd",0.143806330479505,0.144810133039195,0.142857142857143
"15410","Ramphocelus carbo","bird","Passeriformes","Thraupidae",16,"npp.sd",0.228599510076976,0.232711254540808,0.0769230769230769
"15411","Ramphotyphlops braminus","reptile","Squamata","Typhlopidae",9,"npp.sd",0.287583052739214,0.295929398669394,0.166666666666667
"15412","Rana aurora","amphibian","Anura","Ranidae",8,"npp.sd",-0.420717469824732,-0.448563481284958,0.2
"15413","Rana boylii","amphibian","Anura","Ranidae",21,"npp.sd",0.518148671979042,0.573805637079278,0.0555555555555556
"15414","Rana catesbeiana","amphibian","Anura","Ranidae",24,"npp.sd",-0.297735819971613,-0.307033344980942,0.0476190476190476
"15415","Rana limnocharis","amphibian","Anura","Dicroglossidae",8,"npp.sd",-0.41980703867617,-0.447457756478515,0.2
"15416","Rana sylvatica","amphibian","Anura","Ranidae",9,"npp.sd",-0.798902957133765,-1.09557234897297,0.166666666666667
"15417","Rattus argentiventer","mammal","Rodentia","Muridae",5,"npp.sd",-0.894903521052608,-1.44602221422661,0.5
"15418","Rattus everetti","mammal","Rodentia","Muridae",12,"npp.sd",0.0400974942251448,0.0401190046843949,0.111111111111111
"15419","Rattus exulans","mammal","Rodentia","Muridae",21,"npp.sd",0.117969262385168,0.118521127319903,0.0555555555555556
"15420","Rattus leucopus","mammal","Rodentia","Muridae",6,"npp.sd",0.473098002997042,0.514054189933369,0.333333333333333
"15421","Rattus niobe","mammal","Rodentia","Muridae",5,"npp.sd",-0.191655324604811,-0.194055051289398,0.5
"15422","Rattus norvegicus","mammal","Rodentia","Muridae",67,"npp.sd",-0.0972725028781959,-0.097581051988154,0.015625
"15423","Rattus rattus","mammal","Rodentia","Muridae",114,"npp.sd",0.224307511178031,0.228187250893683,0.00900900900900901
"15424","Rattus tanezumi","mammal","Rodentia","Muridae",17,"npp.sd",0.0213886590568817,0.0213919215428184,0.0714285714285714
"15425","Rattus tiomanicus","mammal","Rodentia","Muridae",6,"npp.sd",0.941009908235326,1.7467970971258,0.333333333333333
"15426","Recurvirostra americana","bird","Charadriiformes","Recurvirostridae",21,"npp.sd",-0.121164488770479,-0.121762698901069,0.0555555555555556
"15427","Regulus calendula","bird","Passeriformes","Regulidae",82,"npp.sd",-0.0458031153411066,-0.0458351862261656,0.0126582278481013
"15428","Regulus regulus","bird","Passeriformes","Regulidae",5,"npp.sd",0.988448982026244,2.5741683192334,0.5
"15429","Regulus satrapa","bird","Passeriformes","Regulidae",60,"npp.sd",-0.0696901422662833,-0.0698032939183623,0.0175438596491228
"15430","Reithrodontomys fulvescens","mammal","Rodentia","Cricetidae",39,"npp.sd",0.0319719127414147,0.0319828133583346,0.0277777777777778
"15431","Reithrodontomys megalotis","mammal","Rodentia","Cricetidae",261,"npp.sd",-0.0399325384242707,-0.0399537843320626,0.00387596899224806
"15432","Reithrodontomys mexicanus","mammal","Rodentia","Cricetidae",9,"npp.sd",0.183076507331284,0.185164043968389,0.166666666666667
"15433","Reithrodontomys microdon","mammal","Rodentia","Cricetidae",6,"npp.sd",0.685446303317137,0.839315438957681,0.333333333333333
"15434","Reithrodontomys montanus","mammal","Rodentia","Cricetidae",23,"npp.sd",0.0102726875053277,0.0102730488806366,0.05
"15435","Reithrodontomys reithrodontomys","mammal","Rodentia","Cricetidae",12,"npp.sd",-0.0684090778782558,-0.0685160921677929,0.111111111111111
"15436","Reithrodontomys sumichrasti","mammal","Rodentia","Cricetidae",9,"npp.sd",-0.0643340738772081,-0.0644230517980445,0.166666666666667
"15437","Rhabdomys pumilio","mammal","Rodentia","Muridae",9,"npp.sd",0.309567077326053,0.320066530622187,0.166666666666667
"15438","Rhabdophis himalayana","reptile","Squamata","Natricidae",7,"npp.sd",0.583035248960066,0.667048819238164,0.25
"15439","Rhabdophis subminiata","reptile","Squamata","Natricidae",13,"npp.sd",-0.115539903258299,-0.116058193100339,0.1
"15440","Rhacophorus maximus","amphibian","Anura","Rhacophoridae",5,"npp.sd",-0.152270779255172,-0.153464297715898,0.5
"15441","Rhacophorus rhodopus","amphibian","Anura","Rhacophoridae",5,"npp.sd",-0.751122658518099,-0.975526104890206,0.5
"15442","Rhacophorus verrucosus","amphibian","Anura","Rhacophoridae",8,"npp.sd",-0.44335122608477,-0.476394227759104,0.2
"15443","Rhagologus leucostigma","bird","Passeriformes","Corvidae",11,"npp.sd",0.0826923997085883,0.0828816612754969,0.125
"15444","Rhegmatorhina melanosticta","bird","Passeriformes","Thamnophilidae",5,"npp.sd",-0.268311342589156,-0.275043275550396,0.5
"15445","Rhinocheilus lecontei","reptile","Squamata","Colubridae",6,"npp.sd",-0.885714285714286,-1.40168019045327,0.333333333333333
"15446","Rhinolophus arcuatus","mammal","Chiroptera","Rhinolophidae",17,"npp.sd",0.551963249429296,0.621200379698486,0.0714285714285714
"15447","Rhinolophus philippinensis","mammal","Chiroptera","Rhinolophidae",6,"npp.sd",0.687351524027115,0.842917976829779,0.333333333333333
"15448","Rhinolophus virgo","mammal","Chiroptera","Rhinolophidae",16,"npp.sd",-0.821973113742258,-1.16287036799014,0.0769230769230769
"15449","Rhinophylla pumilio","mammal","Chiroptera","Phyllostomidae",8,"npp.sd",0.533284276127582,0.594723477736713,0.2
"15450","Rhinopomastus cyanomelas","bird","Bucerotiformes","Phoeniculidae",11,"npp.sd",-0.252729878892243,-0.258326812241487,0.125
"15451","Rhipidura albicollis","bird","Passeriformes","Rhipiduridae",9,"npp.sd",0.15050104271596,0.151653051062971,0.166666666666667
"15452","Rhipidura albolimbata","bird","Passeriformes","Rhipiduridae",14,"npp.sd",-0.0149338805594395,-0.0149349908966264,0.0909090909090909
"15453","Rhipidura atra","bird","Passeriformes","Rhipiduridae",14,"npp.sd",-0.516597686396822,-0.571687743191499,0.0909090909090909
"15454","Rhipidura brachyrhyncha","bird","Passeriformes","Rhipiduridae",7,"npp.sd",-0.111943431864579,-0.112414579536381,0.25
"15455","Rhipidura cyaniceps","bird","Passeriformes","Rhipiduridae",9,"npp.sd",-0.0820373719458334,-0.0822221594449708,0.166666666666667
"15456","Rhipidura fuliginosa","bird","Passeriformes","Rhipiduridae",14,"npp.sd",-0.0586845828408442,-0.0587520899465432,0.0909090909090909
"15457","Rhipidura leucophrys","bird","Passeriformes","Rhipiduridae",6,"npp.sd",0.285962149659472,0.294163249567663,0.333333333333333
"15458","Rhipidura leucothorax","bird","Passeriformes","Rhipiduridae",6,"npp.sd",0.0672327175227508,0.0673342957952426,0.333333333333333
"15459","Rhipidura rufidorsa","bird","Passeriformes","Rhipiduridae",5,"npp.sd",-0.0998879808914252,-0.100222198396162,0.5
"15460","Rhipidura rufifrons","bird","Passeriformes","Rhipiduridae",14,"npp.sd",-0.458689543536294,-0.495650383894439,0.0909090909090909
"15461","Rhipidura rufiventris","bird","Passeriformes","Rhipiduridae",11,"npp.sd",-0.42085122515901,-0.44872601469944,0.125
"15462","Rhipidura spilodera","bird","Passeriformes","Rhipiduridae",6,"npp.sd",0.372811563274441,0.391684559653152,0.333333333333333
"15463","Rhipidura threnothorax","bird","Passeriformes","Rhipiduridae",6,"npp.sd",-0.788775039016553,-1.06818129875099,0.333333333333333
"15464","Rhogeessa tumida","mammal","Chiroptera","Vespertilionidae",9,"npp.sd",-0.0690796007161233,-0.0691897988236412,0.166666666666667
"15465","Rhopospina fruticeti","bird","Passeriformes","Thraupidae",12,"npp.sd",-0.102309817579181,-0.102669045522993,0.111111111111111
"15466","Rhyacornis fuliginosus","bird","Passeriformes","Muscicapidae",5,"npp.sd",-0.325559025125428,-0.3378526964158,0.5
"15467","Rhynchocyclus brevirostris","bird","Passeriformes","Tyrannidae",5,"npp.sd",0.475493107371061,0.517144476952122,0.5
"15468","Rhynchocyclus olivaceus","bird","Passeriformes","Tyrannidae",6,"npp.sd",-0.0349975801813195,-0.0350118793938531,0.333333333333333
"15469","Rhynchonycteris naso","mammal","Chiroptera","Emballonuridae",5,"npp.sd",-0.32643424762173,-0.338831992530574,0.5
"15470","Rhynchotus rufescens","bird","Tinamiformes","Tinamidae",7,"npp.sd",-0.835031190901464,-1.20453016892303,0.25
"15471","Rhytipterna simplex","bird","Passeriformes","Tyrannidae",7,"npp.sd",-0.0040523875295655,-0.00405240971234361,0.25
"15472","Riparia riparia","bird","Passeriformes","Hirundinidae",27,"npp.sd",0.105916992896031,0.106315753830901,0.0416666666666667
"15473","Rissa tridactyla","bird","Charadriiformes","Laridae",7,"npp.sd",-0.25294494488526,-0.258556565624268,0.25
"15474","Rostrhamus sociabilis","bird","Accipitriformes","Accipitridae",7,"npp.sd",-0.392857142857143,-0.415174151036715,0.25
"15475","Rousettus aegyptiacus","mammal","Chiroptera","Pteropodidae",7,"npp.sd",-0.134108655387119,-0.13492143157973,0.25
"15476","Rousettus amplexicaudatus","mammal","Chiroptera","Pteropodidae",19,"npp.sd",-0.1992822910177,-0.201985052160113,0.0625
"15477","Saccopteryx bilineata","mammal","Chiroptera","Emballonuridae",14,"npp.sd",0.276847304629787,0.284264439299454,0.0909090909090909
"15478","Sakesphorus canadensis","bird","Passeriformes","Thamnophilidae",7,"npp.sd",0.873501873699989,1.34766856106987,0.25
"15479","Salpinctes obsoletus","bird","Passeriformes","Troglodytidae",25,"npp.sd",0.307330870152069,0.317595197445328,0.0454545454545455
"15480","Saltator atriceps","bird","Passeriformes","Thraupidae",7,"npp.sd",-0.188523955275787,-0.190806287858491,0.25
"15481","Saltator aurantiirostris","bird","Passeriformes","Thraupidae",15,"npp.sd",-0.0207488945094858,-0.0207518728601956,0.0833333333333333
"15482","Saltator coerulescens","bird","Passeriformes","Thraupidae",11,"npp.sd",0.653382383207711,0.781178097219559,0.125
"15483","Saltator maximus","bird","Passeriformes","Thraupidae",14,"npp.sd",0.183802791684715,0.185915618936044,0.0909090909090909
"15484","Saltator similis","bird","Passeriformes","Thraupidae",5,"npp.sd",0.7,0.867300527694053,0.5
"15485","Sasia ochracea","bird","Piciformes","Picidae",5,"npp.sd",0.931527493712779,1.66981705988019,0.5
"15486","Satrapa icterophrys","bird","Passeriformes","Tyrannidae",5,"npp.sd",-0.574592023289198,-0.65435141559956,0.5
"15487","Saxicola ferrea","bird","Passeriformes","Muscicapidae",6,"npp.sd",-0.428571428571429,-0.458145365937078,0.333333333333333
"15488","Saxicola torquatus","bird","Passeriformes","Muscicapidae",9,"npp.sd",-0.202868435880129,-0.205722303645465,0.166666666666667
"15489","Sayornis nigricans","bird","Passeriformes","Tyrannidae",14,"npp.sd",0.323175145740975,0.335188504915423,0.0909090909090909
"15490","Sayornis phoebe","bird","Passeriformes","Tyrannidae",27,"npp.sd",-0.168989509786533,-0.170626284694786,0.0416666666666667
"15491","Sayornis saya","bird","Passeriformes","Tyrannidae",17,"npp.sd",0.176783570526286,0.178660532833553,0.0714285714285714
"15492","Scalopus aquaticus","mammal","Soricomorpha","Talpidae",26,"npp.sd",0.671820292133235,0.814053479450805,0.0434782608695652
"15493","Scapanus latimanus","mammal","Eulipotyphla","Talpidae",29,"npp.sd",0.418506994347155,0.445880620633801,0.0384615384615385
"15494","Scapanus orarius","mammal","Eulipotyphla","Talpidae",79,"npp.sd",0.260355593560299,0.266489819186782,0.0131578947368421
"15495","Scapanus townsendii","mammal","Eulipotyphla","Talpidae",35,"npp.sd",-0.00822979870890114,-0.00822998451674063,0.03125
"15496","Sceloporus magister","reptile","Squamata","Phrynosomatidae",5,"npp.sd",-0.869626356546304,-1.33154468612051,0.5
"15497","Sceloporus occidentalis","reptile","Squamata","Phrynosomatidae",24,"npp.sd",-0.135666432357536,-0.136508077358601,0.0476190476190476
"15498","Sceloporus undulatus","reptile","Squamata","Phrynosomatidae",6,"npp.sd",0.651561894700225,0.778008055363533,0.333333333333333
"15499","Scelorchilus rubecula","bird","Passeriformes","Rhinocryptidae",5,"npp.sd",0.410573382274528,0.436300662403644,0.5
"15500","Scenopoeetes dentirostris","bird","Passeriformes","Ptilonorhynchidae",7,"npp.sd",0.128570919139212,0.129286476151899,0.25
"15501","Schiffornis turdina","bird","Passeriformes","Tityridae",13,"npp.sd",-0.106281778425481,-0.106684692537025,0.1
"15502","Schiffornis virescens","bird","Passeriformes","Tityridae",6,"npp.sd",-0.605289241662322,-0.701452996452337,0.333333333333333
"15503","Schistes geoffroyi","bird","Apodiformes","Trochilidae",6,"npp.sd",0.412654253690091,0.438806005569635,0.333333333333333
"15504","Schistochlamys melanopis","bird","Passeriformes","Thraupidae",6,"npp.sd",0.331901910428417,0.344964102068289,0.333333333333333
"15505","Schistocichla leucostigma","bird","Passeriformes","Thamnophilidae",6,"npp.sd",-0.112241058016943,-0.112715992850321,0.333333333333333
"15506","Schoeniophylax phryganophilus","bird","Passeriformes","Furnariidae",6,"npp.sd",-0.0769726874100177,-0.0771252458927133,0.333333333333333
"15507","Sciurus aberti","mammal","Rodentia","Sciuridae",40,"npp.sd",-0.104429398569198,-0.104811520283644,0.027027027027027
"15508","Sciurus arizonensis","mammal","Rodentia","Sciuridae",52,"npp.sd",-0.23384513621312,-0.238253188920794,0.0204081632653061
"15509","Sciurus carolinensis","mammal","Rodentia","Sciuridae",36,"npp.sd",0.11216304748639,0.112636987700138,0.0303030303030303
"15510","Sciurus griseus","mammal","Rodentia","Sciuridae",53,"npp.sd",-0.0513529419251423,-0.0513981548555827,0.02
"15511","Sciurus nayaritensis","mammal","Rodentia","Sciuridae",8,"npp.sd",-0.331821506824224,-0.344873747519341,0.2
"15512","Sciurus niger","mammal","Rodentia","Sciuridae",78,"npp.sd",0.0163024933126187,0.0163039377878487,0.0133333333333333
"15513","Sciurus vulgaris","mammal","Rodentia","Sciuridae",6,"npp.sd",0.744040436497327,0.959470156664724,0.333333333333333
"15514","Sclerurus mexicanus","bird","Passeriformes","Furnariidae",9,"npp.sd",-0.211844112861018,-0.215101320997028,0.166666666666667
"15515","Sclerurus rufigularis","bird","Passeriformes","Furnariidae",6,"npp.sd",-0.371428571428571,-0.390079278774787,0.333333333333333
"15516","Scolopax minor","bird","Charadriiformes","Scolopacidae",43,"npp.sd",0.0505881596448852,0.050631380459947,0.025
"15517","Scotinomys teguina","mammal","Rodentia","Cricetidae",10,"npp.sd",0.134545487748696,0.135366290884388,0.142857142857143
"15518","Scotophilus dinganii","mammal","Chiroptera","Vespertilionidae",5,"npp.sd",-0.538252010179531,-0.601691363369965,0.5
"15519","Scotophilus kuhlii","mammal","Chiroptera","Vespertilionidae",5,"npp.sd",0.578124938274834,0.659641732706229,0.5
"15520","Scotophilus nigrita","mammal","Chiroptera","Vespertilionidae",5,"npp.sd",0.140047532680497,0.140974059345861,0.5
