"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","SPID"
"Macroglossus minimus","mammal","Chiroptera","Pteropodidae",24,"npp.sd",-0.0949170726849637,-0.0952036673903494,0.0476190476190476,"SP197"
"Macrotus californicus","mammal","Chiroptera","Phyllostomidae",10,"npp.sd",-0.585752417901316,-0.671175232904095,0.142857142857143,"SP198"
"Macrotus waterhousii","mammal","Chiroptera","Phyllostomidae",5,"npp.sd",0.7,0.867300527694053,0.5,"SP199"
"Marmosa mexicana","mammal","Didelphimorphia","Didelphidae",8,"npp.sd",-0.282731671031329,-0.290648595935959,0.2,"SP200"
"Marmosops noctivagus","mammal","Didelphimorphia","Didelphidae",5,"npp.sd",-0.10259655937771,-0.102958829081875,0.5,"SP201"
"Marmota broweri","mammal","Rodentia","Sciuridae",13,"npp.sd",0.356913161783476,0.373343949109623,0.1,"SP202"
"Marmota caligata","mammal","Rodentia","Sciuridae",61,"npp.sd",-0.0907613403500435,-0.0910117985999217,0.0172413793103448,"SP203"
"Marmota flaviventris","mammal","Rodentia","Sciuridae",28,"npp.sd",0.315940024848377,0.327130470137245,0.04,"SP204"
"Marmota monax","mammal","Rodentia","Sciuridae",28,"npp.sd",-0.135635366226639,-0.13647642885838,0.04,"SP205"
"Martes americana","mammal","Carnivora","Mustelidae",139,"npp.sd",-0.335650866925472,-0.349183089339729,0.00735294117647059,"SP206"
"Martes pennanti","mammal","Carnivora","Mustelidae",21,"npp.sd",-0.0287039208065274,-0.0287118079035106,0.0555555555555556,"SP207"
"Mastomys natalensis","mammal","Rodentia","Muridae",20,"npp.sd",0.0644294237817231,0.0645187985739368,0.0588235294117647,"SP208"
"Megaderma spasma","mammal","Chiroptera","Megadermatidae",11,"npp.sd",0.187688967457969,0.189940670959317,0.125,"SP209"
"Megaerops wetmorei","mammal","Chiroptera","Pteropodidae",5,"npp.sd",0.0428831715560202,0.0429094875025244,0.5,"SP210"
"Melanomys caliginosus","mammal","Rodentia","Cricetidae",9,"npp.sd",0.213558849414586,0.216897312162859,0.166666666666667,"SP211"
"Melomys rufescens","mammal","Rodentia","Muridae",5,"npp.sd",0.241636795402222,0.246511675921223,0.5,"SP212"
"Mephitis mephitis","mammal","Carnivora","Mephitidae",16,"npp.sd",0.0788861226055216,0.0790503729716009,0.0769230769230769,"SP213"
"Meriones meridianus","mammal","Rodentia","Muridae",23,"npp.sd",0.560657146463238,0.63379108172908,0.05,"SP214"
"Meriones tamariscinus","mammal","Rodentia","Muridae",5,"npp.sd",-0.63752264832006,-0.753988902115162,0.5,"SP215"
"Meriones unguiculatus","mammal","Rodentia","Muridae",20,"npp.sd",-0.149556305017763,-0.150686558897837,0.0588235294117647,"SP216"
"Mesophylla macconnelli","mammal","Chiroptera","Phyllostomidae",7,"npp.sd",-0.067543332062846,-0.0676463273185608,0.25,"SP217"
"Metachirus nudicaudatus","mammal","Didelphimorphia","Didelphidae",8,"npp.sd",0.29145252487079,0.30015289367363,0.2,"SP218"
"Micaelamys namaquensis","mammal","Rodentia","Muridae",22,"npp.sd",0.181357535227923,0.183386036095488,0.0526315789473684,"SP219"
"Microdipodops megacephalus","mammal","Rodentia","Heteromyidae",53,"npp.sd",-0.0244608711029994,-0.0244657514472029,0.02,"SP220"
"Microdipodops pallidus","mammal","Rodentia","Heteromyidae",31,"npp.sd",-0.154938573377674,-0.156196559688071,0.0357142857142857,"SP221"
"Micronycteris megalotis","mammal","Chiroptera","Phyllostomidae",16,"npp.sd",-0.409454675749177,-0.434955882683369,0.0769230769230769,"SP222"
"Micronycteris minuta","mammal","Chiroptera","Phyllostomidae",6,"npp.sd",0.225700967003151,0.229655015384216,0.333333333333333,"SP223"
"Microtus agrestis","mammal","Rodentia","Cricetidae",6,"npp.sd",0.137499055792584,0.138375538557078,0.333333333333333,"SP224"
"Microtus californicus","mammal","Rodentia","Cricetidae",132,"npp.sd",-0.331319349705072,-0.344309564718348,0.00775193798449612,"SP225"
"Microtus canicaudus","mammal","Rodentia","Cricetidae",5,"npp.sd",-0.44674282818103,-0.480623520665317,0.5,"SP226"
"Microtus chrotorrhinus","mammal","Rodentia","Cricetidae",6,"npp.sd",-0.148267474829422,-0.149368500902703,0.333333333333333,"SP227"
"Lasiopodomys gregalis","mammal","Rodentia","Cricetidae",30,"npp.sd",0.0932568465413375,0.0935286126675502,0.037037037037037,"SP228"
"Microtus ilaeus","mammal","Rodentia","Cricetidae",5,"npp.sd",0.538436945961872,0.60195176837182,0.5,"SP229"
"Microtus longicaudus","mammal","Rodentia","Cricetidae",508,"npp.sd",-0.0307112689760757,-0.0307209298829914,0.00198019801980198,"SP230"
"Microtus mexicanus","mammal","Rodentia","Cricetidae",24,"npp.sd",0.16360569130348,0.165089327359031,0.0476190476190476,"SP231"
"Microtus miurus","mammal","Rodentia","Cricetidae",93,"npp.sd",0.158621704101627,0.159972507964403,0.0111111111111111,"SP232"
"Microtus montanus","mammal","Rodentia","Cricetidae",195,"npp.sd",-0.105529394332143,-0.105923773948428,0.00520833333333333,"SP233"
"Microtus ochrogaster","mammal","Rodentia","Cricetidae",80,"npp.sd",-0.332122186358745,-0.34521166764931,0.012987012987013,"SP234"
"Microtus oeconomus","mammal","Rodentia","Cricetidae",452,"npp.sd",-0.173905841859457,-0.175691517197839,0.0022271714922049,"SP235"
"Microtus oregoni","mammal","Rodentia","Cricetidae",99,"npp.sd",-0.0417879672402328,-0.0418123166164226,0.0104166666666667,"SP236"
"Microtus pennsylvanicus","mammal","Rodentia","Cricetidae",379,"npp.sd",-0.361188345755074,-0.378251860353634,0.00265957446808511,"SP237"
"Microtus pinetorum","mammal","Rodentia","Cricetidae",20,"npp.sd",-0.23459751269533,-0.239049236313784,0.0588235294117647,"SP238"
"Microtus richardsoni","mammal","Rodentia","Cricetidae",35,"npp.sd",0.152297201760603,0.15349134751742,0.03125,"SP239"
"Microtus townsendii","mammal","Rodentia","Cricetidae",40,"npp.sd",0.0696213597117156,0.0697341760089479,0.027027027027027,"SP240"
"Microtus xanthognathus","mammal","Rodentia","Cricetidae",59,"npp.sd",0.0407240585207908,0.0407465938732115,0.0178571428571429,"SP241"
"Gardnerycteris crenulatum","mammal","Chiroptera","Phyllostomidae",8,"npp.sd",-0.350301342169636,-0.36578720544541,0.2,"SP242"
"Miniopterus australis","mammal","Chiroptera","Miniopteridae",12,"npp.sd",-0.538819241599226,-0.602490304145401,0.111111111111111,"SP243"
"Miniopterus schreibersii","mammal","Chiroptera","Miniopteridae",17,"npp.sd",-0.447560158993689,-0.481645113396942,0.0714285714285714,"SP244"
"Molossops temminckii","mammal","Chiroptera","Molossidae",23,"npp.sd",0.202198449700381,0.205023659182134,0.05,"SP245"
"Molossus molossus","mammal","Chiroptera","Molossidae",60,"npp.sd",0.432688935990951,0.463200282657179,0.0175438596491228,"SP246"
"Molossus rufus","mammal","Chiroptera","Molossidae",14,"npp.sd",0.298365521006962,0.307724438817649,0.0909090909090909,"SP247"
"Molossus sinaloae","mammal","Chiroptera","Molossidae",5,"npp.sd",0.820782681668123,1.1592112970762,0.5,"SP248"
"Monophyllus plethodon","mammal","Chiroptera","Phyllostomidae",18,"npp.sd",-0.395104560114637,-0.417834514237477,0.0666666666666667,"SP249"
"Mops condylurus","mammal","Chiroptera","Molossidae",5,"npp.sd",-0.137045050093313,-0.137912813434485,0.5,"SP250"
"Mormoops megalophylla","mammal","Chiroptera","Mormoopidae",7,"npp.sd",-0.205631370451976,-0.208605522563858,0.25,"SP251"
"Murexia melanurus","mammal","Dasyuromorphia","Dasyuridae",5,"npp.sd",0.264550421559241,0.270994978224885,0.5,"SP252"
"Mus minutoides","mammal","Rodentia","Muridae",8,"npp.sd",-0.0854760258069524,-0.0856851100525748,0.2,"SP253"
"Mus musculus","mammal","Rodentia","Muridae",291,"npp.sd",0.101296071784643,0.101644683311457,0.00347222222222222,"SP254"
"Mus triton","mammal","Rodentia","Muridae",7,"npp.sd",0.623471413520063,0.730664006095625,0.25,"SP255"
"Mustela erminea","mammal","Carnivora","Mustelidae",261,"npp.sd",0.162496265273378,0.16394960086197,0.00387596899224806,"SP256"
"Mustela frenata","mammal","Carnivora","Mustelidae",84,"npp.sd",0.0728190189043182,0.0729481402361035,0.0123456790123457,"SP257"
"Mustela nivalis","mammal","Carnivora","Mustelidae",47,"npp.sd",-0.264703567111355,-0.271159655721974,0.0227272727272727,"SP258"
"Myocastor coypus","mammal","Rodentia","Myocastoridae",7,"npp.sd",-0.0777437294740625,-0.077900929916129,0.25,"SP259"
"Myodes californicus","mammal","Rodentia","Cricetidae",61,"npp.sd",0.533913267678085,0.595602851341899,0.0172413793103448,"SP260"
"Myodes gapperi","mammal","Rodentia","Cricetidae",380,"npp.sd",-0.300693593839549,-0.31028196970369,0.0026525198938992,"SP261"
"Myodes glareolus","mammal","Rodentia","Cricetidae",27,"npp.sd",-0.127805674763607,-0.128508446974019,0.0416666666666667,"SP262"
"Myodes rufocanus","mammal","Rodentia","Cricetidae",53,"npp.sd",-0.100291534241769,-0.100629835443724,0.02,"SP263"
"Myodes rutilus","mammal","Rodentia","Cricetidae",736,"npp.sd",-0.0948069494528458,-0.095092544182465,0.00136425648021828,"SP264"
"Myopus schisticolor","mammal","Rodentia","Cricetidae",18,"npp.sd",0.21521564895796,0.218633930442934,0.0666666666666667,"SP265"
"Myotis adversus","mammal","Chiroptera","Vespertilionidae",5,"npp.sd",-0.0145408313562634,-0.0145418563036159,0.5,"SP266"
"Myotis albescens","mammal","Chiroptera","Vespertilionidae",17,"npp.sd",-0.207122803707652,-0.21016330442922,0.0714285714285714,"SP267"
"Myotis auriculus","mammal","Chiroptera","Vespertilionidae",21,"npp.sd",-0.174018483556716,-0.175807674133298,0.0555555555555556,"SP268"
"Myotis californicus","mammal","Chiroptera","Vespertilionidae",111,"npp.sd",0.114259972690255,0.114761138638256,0.00925925925925926,"SP269"
"Myotis ciliolabrum","mammal","Chiroptera","Vespertilionidae",40,"npp.sd",-0.00557056194193938,-0.00557061956334579,0.027027027027027,"SP270"
"Myotis evotis","mammal","Chiroptera","Vespertilionidae",56,"npp.sd",-0.165100768818031,-0.166625911374792,0.0188679245283019,"SP271"
"Myotis keaysi","mammal","Chiroptera","Vespertilionidae",7,"npp.sd",0.625058266362661,0.733264156706565,0.25,"SP272"
"Myotis keenii","mammal","Chiroptera","Vespertilionidae",24,"npp.sd",-0.427310422688555,-0.456601654483845,0.0476190476190476,"SP273"
"Myotis leibii","mammal","Chiroptera","Vespertilionidae",12,"npp.sd",-0.429440499543796,-0.459210464244967,0.111111111111111,"SP274"
"Myotis muricola","mammal","Chiroptera","Vespertilionidae",5,"npp.sd",-0.933176833980281,-1.6824350697619,0.5,"SP275"
"Myotis myotis","mammal","Chiroptera","Vespertilionidae",7,"npp.sd",0.164469405629899,0.165976925519681,0.25,"SP276"
"Myotis nigricans","mammal","Chiroptera","Vespertilionidae",39,"npp.sd",0.106102667165213,0.106503538439869,0.0277777777777778,"SP277"
"Myotis occultus","mammal","Chiroptera","Vespertilionidae",21,"npp.sd",0.236380576052944,0.240936985595344,0.0555555555555556,"SP278"
"Myotis riparius","mammal","Chiroptera","Vespertilionidae",10,"npp.sd",0.187220933897206,0.189455592025848,0.142857142857143,"SP279"
"Myotis thysanodes","mammal","Chiroptera","Vespertilionidae",30,"npp.sd",-0.145941073196097,-0.146990642026774,0.037037037037037,"SP280"
"Myotis velifer","mammal","Chiroptera","Vespertilionidae",31,"npp.sd",0.162327772078498,0.163776542799237,0.0357142857142857,"SP281"
"Myotis volans","mammal","Chiroptera","Vespertilionidae",63,"npp.sd",0.092904501548515,0.0931731882697166,0.0166666666666667,"SP282"
"Myotis yumanensis","mammal","Chiroptera","Vespertilionidae",88,"npp.sd",0.0656113244016111,0.0657057172097771,0.0117647058823529,"SP283"
"Napaeozapus insignis","mammal","Rodentia","Dipodidae",27,"npp.sd",-0.308452137968426,-0.318833890005255,0.0416666666666667,"SP284"
"Natalus stramineus","mammal","Chiroptera","Natalidae",8,"npp.sd",0.17190700736615,0.1736310818575,0.2,"SP285"
"Neacomys spinosus","mammal","Rodentia","Cricetidae",6,"npp.sd",0.747762965399117,0.967861342397305,0.333333333333333,"SP286"
"Bolomys lasiurus","mammal","Rodentia","Cricetidae",9,"npp.sd",-0.387498712804206,-0.408853436975326,0.166666666666667,"SP287"
"Neoromicia capensis","mammal","Chiroptera","Vespertilionidae",14,"npp.sd",-0.293004243776646,-0.30184949875868,0.0909090909090909,"SP288"
"Neoromicia nanus","mammal","Chiroptera","Vespertilionidae",9,"npp.sd",-0.368563756652104,-0.386760070033111,0.166666666666667,"SP289"
"Neotetracus sinensis","mammal","Insectivora","Erinaceidae",5,"npp.sd",0.993889599712977,2.8939251491424,0.5,"SP290"
"Neotoma albigula","mammal","Rodentia","Cricetidae",205,"npp.sd",0.0891552843449869,0.0893926391912543,0.00495049504950495,"SP291"
"Neotoma bryanti","mammal","Rodentia","Cricetidae",8,"npp.sd",0.0560855525426736,0.0561444711524863,0.2,"SP292"
"Neotoma cinerea","mammal","Rodentia","Cricetidae",108,"npp.sd",-0.193526917749792,-0.195998739073543,0.00952380952380952,"SP293"
"Neotoma floridana","mammal","Rodentia","Cricetidae",21,"npp.sd",-0.308890882991486,-0.319318840170369,0.0555555555555556,"SP294"
"Neotoma fuscipes","mammal","Rodentia","Cricetidae",53,"npp.sd",0.191756278557717,0.194159856967882,0.02,"SP295"
"Neotoma lepida","mammal","Rodentia","Cricetidae",138,"npp.sd",0.229939712327565,0.234125812668059,0.00740740740740741,"SP296"
"Neotoma leucodon","mammal","Rodentia","Cricetidae",25,"npp.sd",0.373724107526722,0.392744830352443,0.0454545454545455,"SP297"
"Neotoma macrotis","mammal","Rodentia","Cricetidae",53,"npp.sd",-0.16743378099769,-0.169025254133285,0.02,"SP298"
"Neotoma mexicana","mammal","Rodentia","Cricetidae",95,"npp.sd",-0.161619680275858,-0.163049373316728,0.0108695652173913,"SP299"
"Neotoma micropus","mammal","Rodentia","Cricetidae",15,"npp.sd",0.254297662068917,0.260002276667217,0.0833333333333333,"SP300"
"Neotoma stephensi","mammal","Rodentia","Cricetidae",15,"npp.sd",0.391219144670722,0.413238682362373,0.0833333333333333,"SP301"
"Neovison vison","mammal","Carnivora","Mustelidae",107,"npp.sd",0.0539022176884992,0.0539545122651352,0.00961538461538462,"SP302"
"Neurotrichus gibbsii","mammal","Eulipotyphla","Talpidae",129,"npp.sd",-0.333836750299743,-0.347140041363164,0.00793650793650794,"SP303"
"Noctilio albiventris","mammal","Chiroptera","Noctilionidae",11,"npp.sd",0.0309868424445316,0.0309967658564311,0.125,"SP304"
"Noctilio leporinus","mammal","Chiroptera","Noctilionidae",23,"npp.sd",-0.155738013319541,-0.157015767141764,0.05,"SP305"
"Notiosorex crawfordi","mammal","Passeriformes","Malaconotidae",60,"npp.sd",0.43106282050469,0.461201327695152,0.0175438596491228,"SP306"
"Nycteris thebaica","mammal","Chiroptera","Nycteridae",6,"npp.sd",-0.774471680924129,-1.031406139256,0.333333333333333,"SP307"
"Nycticeius humeralis","mammal","Chiroptera","Vespertilionidae",8,"npp.sd",0.637101143510929,0.753279099089901,0.2,"SP308"
"Nyctimene albiventer","mammal","Chiroptera","Pteropodidae",5,"npp.sd",-0.242613350257178,-0.247549046248715,0.5,"SP309"
"Nyctinomops femorosaccus","mammal","Chiroptera","Molossidae",7,"npp.sd",0.0630612906160707,0.0631450831382752,0.25,"SP310"
"Nyctinomops macrotis","mammal","Chiroptera","Molossidae",16,"npp.sd",-0.590466183075493,-0.678381484123782,0.0769230769230769,"SP311"
"Nyctomys sumichrasti","mammal","Rodentia","Cricetidae",8,"npp.sd",-0.00861521638723307,-0.00861542954278871,0.2,"SP312"
"Ochotona collaris","mammal","Lagomorpha","Ochotonidae",65,"npp.sd",0.10396114557104,0.104338127817909,0.0161290322580645,"SP313"
"Ochotona dauurica","mammal","Lagomorpha","Ochotonidae",8,"npp.sd",0.592438537278863,0.681415020757632,0.2,"SP314"
"Ochotona hyperborea","mammal","Lagomorpha","Ochotonidae",23,"npp.sd",-0.361349064477376,-0.378436703953267,0.05,"SP315"
"Ochotona pallasi","mammal","Lagomorpha","Ochotonidae",24,"npp.sd",0.168427413893716,0.170047721401114,0.0476190476190476,"SP316"
"Ochotona princeps","mammal","Lagomorpha","Ochotonidae",148,"npp.sd",0.275649346553519,0.282967508130329,0.00689655172413793,"SP317"
"Ochrotomys nuttalli","mammal","Rodentia","Cricetidae",5,"npp.sd",-0.164493430003571,-0.166001617925067,0.5,"SP318"
"Octodon degus","mammal","Rodentia","Octodontidae",7,"npp.sd",0.605527929042291,0.701829783751557,0.25,"SP319"
"Odocoileus hemionus","mammal","Artiodactyla","Cervidae",13,"npp.sd",0.196547937172055,0.19913922404841,0.1,"SP320"
"Odocoileus virginianus","mammal","Artiodactyla","Cervidae",14,"npp.sd",0.318972496438323,0.330502804157984,0.0909090909090909,"SP321"
"Oecomys bicolor","mammal","Rodentia","Cricetidae",8,"npp.sd",0.0122285875899521,0.0122291971922703,0.2,"SP322"
"Oligoryzomys fulvescens","mammal","Rodentia","Cricetidae",22,"npp.sd",0.578913823886762,0.660827464894667,0.0526315789473684,"SP323"
"Oligoryzomys longicaudatus","mammal","Rodentia","Cricetidae",53,"npp.sd",-0.183623491566688,-0.18573005597119,0.02,"SP324"
"Oligoryzomys microtis","mammal","Rodentia","Cricetidae",16,"npp.sd",0.424119108446057,0.452703939114733,0.0769230769230769,"SP325"
"Ondatra zibethicus","mammal","Rodentia","Cricetidae",34,"npp.sd",-0.0609537027875005,-0.0610293597067089,0.032258064516129,"SP326"
"Onychomys arenicola","mammal","Rodentia","Cricetidae",25,"npp.sd",0.0374707745015267,0.0374883263488624,0.0454545454545455,"SP327"
"Onychomys leucogaster","mammal","Rodentia","Cricetidae",109,"npp.sd",0.338926823126331,0.352879576884164,0.00943396226415094,"SP328"
"Onychomys torridus","mammal","Rodentia","Cricetidae",115,"npp.sd",0.300100946355122,0.309630537955907,0.00892857142857143,"SP329"
"Oryctolagus cuniculus","mammal","Lagomorpha","Leporidae",5,"npp.sd",-0.253897278336309,-0.259574257655376,0.5,"SP330"
"Handleyomys alfaroi","mammal","Rodentia","Cricetidae",10,"npp.sd",0.171431977439193,0.173141627497287,0.142857142857143,"SP331"
"Transandinomys bolivaris","mammal","Rodentia","Cricetidae",6,"npp.sd",0.106728442659414,0.107136481574834,0.333333333333333,"SP332"
"Oryzomys couesi","mammal","Rodentia","Cricetidae",13,"npp.sd",-0.298404161273062,-0.30776685559881,0.1,"SP333"
"Handleyomys melanotis","mammal","Rodentia","Cricetidae",6,"npp.sd",-0.208618181036203,-0.211726215719798,0.333333333333333,"SP334"
"Oryzomys palustris","mammal","Rodentia","Cricetidae",18,"npp.sd",-0.0674299904030467,-0.0675324670879734,0.0666666666666667,"SP335"
"Handleyomys saturatior","mammal","Rodentia","Cricetidae",5,"npp.sd",0.325973445297446,0.338316317784875,0.5,"SP336"
"Ototylomys phyllotis","mammal","Rodentia","Cricetidae",10,"npp.sd",0.371445664847671,0.390099107934466,0.142857142857143,"SP337"
"Ovis dalli","mammal","Artiodactyla","Bovidae",6,"npp.sd",0.689751749657253,0.847482059436051,0.333333333333333,"SP338"
"Paramelomys rubex","mammal","Rodentia","Muridae",5,"npp.sd",0.0340274396852489,0.0340405818958305,0.5,"SP339"
"Parascalops breweri","mammal","Soricomorpha","Talpidae",5,"npp.sd",-0.6,-0.693147180559945,0.5,"SP340"
"Perognathus amplus","mammal","Rodentia","Heteromyidae",23,"npp.sd",-0.429196292582459,-0.458911075694036,0.05,"SP341"
"Perognathus fasciatus","mammal","Rodentia","Heteromyidae",9,"npp.sd",0.0600684636077528,0.0601408671716476,0.166666666666667,"SP342"
"Perognathus flavescens","mammal","Rodentia","Heteromyidae",19,"npp.sd",-0.517930355491781,-0.573507241743322,0.0625,"SP343"
"Perognathus flavus","mammal","Rodentia","Heteromyidae",102,"npp.sd",-0.238286947050933,-0.242957147654621,0.0101010101010101,"SP344"
"Perognathus inornatus","mammal","Rodentia","Heteromyidae",13,"npp.sd",-0.192289653835975,-0.194713652254966,0.1,"SP345"
"Perognathus longimembris","mammal","Rodentia","Heteromyidae",61,"npp.sd",0.437526322701426,0.469167373439179,0.0172413793103448,"SP346"
"Perognathus merriami","mammal","Rodentia","Heteromyidae",9,"npp.sd",-0.171999216723969,-0.173726100721059,0.166666666666667,"SP347"
"Perognathus parvus","mammal","Rodentia","Heteromyidae",93,"npp.sd",0.061334465309163,0.0614115510933997,0.0111111111111111,"SP348"
"Peromyscus attwateri","mammal","Rodentia","Cricetidae",5,"npp.sd",0.921041998311581,1.5958534691779,0.5,"SP349"
"Peromyscus aztecus","mammal","Rodentia","Cricetidae",19,"npp.sd",0.30280555765692,0.312605498553449,0.0625,"SP350"
"Peromyscus boylii","mammal","Rodentia","Cricetidae",224,"npp.sd",0.206971724079553,0.210005458156872,0.00452488687782805,"SP351"
"Peromyscus californicus","mammal","Rodentia","Cricetidae",40,"npp.sd",0.310465727208972,0.321060733619205,0.027027027027027,"SP352"
"Peromyscus crinitus","mammal","Rodentia","Cricetidae",85,"npp.sd",0.0511662334608069,0.0512109545133125,0.0121951219512195,"SP353"
"Peromyscus difficilis","mammal","Rodentia","Cricetidae",9,"npp.sd",0.0473249655564662,0.0473603435997024,0.166666666666667,"SP354"
"Peromyscus eremicus","mammal","Rodentia","Cricetidae",235,"npp.sd",-0.000180379269807147,-0.000180379271763492,0.00431034482758621,"SP355"
"Peromyscus eva","mammal","Rodentia","Cricetidae",20,"npp.sd",-0.360135956425349,-0.377042109910597,0.0588235294117647,"SP356"
"Peromyscus fraterculus","mammal","Rodentia","Cricetidae",10,"npp.sd",-0.153487190390165,-0.154709819330417,0.142857142857143,"SP357"
"Peromyscus gossypinus","mammal","Rodentia","Cricetidae",12,"npp.sd",-0.0854843604192407,-0.0856935060129993,0.111111111111111,"SP358"
"Peromyscus grandis","mammal","Rodentia","Cricetidae",7,"npp.sd",-0.397788783236141,-0.421019292121229,0.25,"SP359"
"Peromyscus guatemalensis","mammal","Rodentia","Cricetidae",13,"npp.sd",0.115025801795055,0.115537167118801,0.1,"SP360"
"Peromyscus keeni","mammal","Rodentia","Cricetidae",480,"npp.sd",-0.386286486270888,-0.407427814599533,0.00209643605870021,"SP361"
"Peromyscus leucopus","mammal","Rodentia","Cricetidae",217,"npp.sd",-0.308794712937898,-0.319212529823996,0.00467289719626168,"SP362"
"Peromyscus levipes","mammal","Rodentia","Cricetidae",5,"npp.sd",0.0944079790456794,0.0946899705049624,0.5,"SP363"
"Peromyscus maniculatus","mammal","Rodentia","Cricetidae",1338,"npp.sd",0.010902564062436,0.0109029960742886,0.000749063670411985,"SP364"
"Peromyscus melanophrys","mammal","Rodentia","Cricetidae",11,"npp.sd",-0.542725130140338,-0.608010510368026,0.125,"SP365"
"Peromyscus melanotis","mammal","Rodentia","Cricetidae",5,"npp.sd",0.0762300433063739,0.0763782183688482,0.5,"SP366"
"Peromyscus merriami","mammal","Rodentia","Cricetidae",10,"npp.sd",0.0610789038637814,0.0611550286472739,0.142857142857143,"SP367"
"Peromyscus mexicanus","mammal","Rodentia","Cricetidae",25,"npp.sd",-0.00925269096654719,-0.00925295502813263,0.0454545454545455,"SP368"
"Peromyscus nasutus","mammal","Rodentia","Cricetidae",23,"npp.sd",-0.203115204119839,-0.205979677136142,0.05,"SP369"
"Peromyscus pectoralis","mammal","Rodentia","Cricetidae",9,"npp.sd",0.270649983809208,0.27756504903619,0.166666666666667,"SP370"
"Peromyscus truei","mammal","Rodentia","Cricetidae",227,"npp.sd",0.198823490072829,0.201507322578567,0.00446428571428571,"SP371"
"Peromyscus zarhynchus","mammal","Rodentia","Cricetidae",5,"npp.sd",0.204581212274159,0.207509245433645,0.5,"SP372"
"Petaurus breviceps","mammal","Diprotodontia","Petauridae",5,"npp.sd",-0.2,-0.202732554054082,0.5,"SP373"
"Petromyscus collinus","mammal","Rodentia","Muridae",10,"npp.sd",0.427772660452049,0.457167284840314,0.142857142857143,"SP374"
"Phenacomys intermedius","mammal","Rodentia","Cricetidae",69,"npp.sd",0.190888185205943,0.193258780366004,0.0151515151515152,"SP375"
"Phenacomys ungava","mammal","Rodentia","Cricetidae",5,"npp.sd",-0.389314575862304,-0.410991910569117,0.5,"SP376"
"Philander opossum","mammal","Didelphimorphia","Didelphidae",14,"npp.sd",0.407746426966763,0.432905275006547,0.0909090909090909,"SP377"
"Phodopus campbelli","mammal","Rodentia","Cricetidae",17,"npp.sd",0.484532487260305,0.528890448839096,0.0714285714285714,"SP378"
"Phodopus roborovskii","mammal","Rodentia","Cricetidae",11,"npp.sd",-0.0397684036471795,-0.0397893884841228,0.125,"SP379"
"Phyllostomus discolor","mammal","Chiroptera","Phyllostomidae",15,"npp.sd",-0.538253820780729,-0.60169391249357,0.0833333333333333,"SP380"
"Phyllostomus elongatus","mammal","Chiroptera","Phyllostomidae",8,"npp.sd",0.250168683328523,0.25559274886266,0.2,"SP381"
"Phyllostomus hastatus","mammal","Chiroptera","Phyllostomidae",15,"npp.sd",-0.219890777149351,-0.223541333808306,0.0833333333333333,"SP382"
"Phyllotis darwini","mammal","Rodentia","Cricetidae",9,"npp.sd",0.564531951652142,0.639460279979284,0.166666666666667,"SP383"
"Phyllotis xanthopygus","mammal","Rodentia","Cricetidae",9,"npp.sd",0.56662848456084,0.642542881862198,0.166666666666667,"SP384"
"Pipistrellus javanicus","mammal","Chiroptera","Vespertilionidae",6,"npp.sd",0.897444525431197,1.45892970287668,0.333333333333333,"SP385"
"Platyrrhinus helleri","mammal","Chiroptera","Phyllostomidae",18,"npp.sd",-0.105114990808534,-0.10550472197379,0.0666666666666667,"SP386"
"Platyrrhinus lineatus","mammal","Chiroptera","Phyllostomidae",15,"npp.sd",0.15316274548603,0.154377563573408,0.0833333333333333,"SP387"
"Procavia capensis","mammal","Hyracoidea","Procaviidae",5,"npp.sd",0.175118756195802,0.176942530752301,0.5,"SP388"
"Procyon lotor","mammal","Carnivora","Procyonidae",79,"npp.sd",-0.218628678860113,-0.222215495876567,0.0131578947368421,"SP389"
"Proechimys semispinosus","mammal","Rodentia","Echimyidae",18,"npp.sd",0.187695649105164,0.18994759658525,0.0666666666666667,"SP390"
"Proechimys simonsi","mammal","Rodentia","Echimyidae",6,"npp.sd",0.299487824270503,0.308956868689135,0.333333333333333,"SP391"
"Ptenochirus jagori","mammal","Chiroptera","Pteropodidae",15,"npp.sd",0.196943514725951,0.199550730565192,0.0833333333333333,"SP392"
"Pteronotus davyi","mammal","Chiroptera","Mormoopidae",18,"npp.sd",0.0121487362147643,0.0121493339522791,0.0666666666666667,"SP393"
"Pteronotus parnellii","mammal","Chiroptera","Mormoopidae",35,"npp.sd",0.116966176422621,0.117504006355746,0.03125,"SP394"
"Pteropus alecto","mammal","Chiroptera","Pteropodidae",5,"npp.sd",0.826677659649138,1.17755050473425,0.5,"SP395"
"Puma concolor","mammal","Carnivora","Felidae",45,"npp.sd",-0.130485489581736,-0.131233717174605,0.0238095238095238,"SP396"
"Pygoderma bilabiatum","mammal","Chiroptera","Phyllostomidae",16,"npp.sd",-0.253623228129028,-0.259281345588149,0.0769230769230769,"SP397"
"Rattus argentiventer","mammal","Rodentia","Muridae",5,"npp.sd",-0.894903521052608,-1.44602221422661,0.5,"SP398"
"Rattus everetti","mammal","Rodentia","Muridae",12,"npp.sd",0.0400974942251448,0.0401190046843949,0.111111111111111,"SP399"
"Rattus exulans","mammal","Rodentia","Muridae",21,"npp.sd",0.117969262385168,0.118521127319903,0.0555555555555556,"SP400"
