"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","sd.tavg","sd.tmax","sd.npp","sd.npp.sd","rng.tavg","rng.tmax","rng.npp","rng.npp.sd","SPID","migratory"
"Geothlypis philadelphia","bird","Passeriformes","Parulidae",26,"npp.sd",0.182326806962569,0.184388454461624,0.0434782608695652,6.62565694939189,6.5629341775488,0.519764105770613,0.538565823048604,28.7629992961883,28.1768345832824,2.38652154803276,1.88713017106057,"SP929","migratory"
"Geothlypis tolmiei","bird","Passeriformes","Parulidae",48,"npp.sd",0.0481644235462957,0.0482017196029894,0.0222222222222222,5.81983865053399,5.96061547194506,0.767452579038553,0.492990666774926,24.0357504487038,25.0288329124451,3.25825561210513,1.84200298786163,"SP930","migratory"
"Oreomanes fraseri","bird","Passeriformes","Thraupidae",6,"npp.sd",0.773817004140374,1.02977230767632,0.333333333333333,3.20795945097527,3.22005362764761,0.442904964541679,0.206286147995612,9.0117502212524,9.2300004959107,1.24272334575653,0.555878877639771,"SP931","resident"
"Oreortyx pictus","bird","Galliformes","Odontophoridae",15,"npp.sd",0.275196654460639,0.282477656981556,0.0833333333333333,3.31537547184201,2.62275217346112,0.974174490671188,0.461300980483766,9.60508370399475,8.5353326797485,2.96096682548523,1.81663662195206,"SP932","resident"
"Oreoscoptes montanus","bird","Passeriformes","Mimidae",14,"npp.sd",-0.646995038212944,-0.770112802331722,0.0909090909090909,5.19983192816404,4.65155055589387,0.563489649187456,0.241296277487003,15.5248334407806,13.7187509536743,2.19705295562744,0.748672738671303,"SP933","migratory"
"Oreoscopus gutturalis","bird","Passeriformes","Acanthizidae",9,"npp.sd",-0.605902359198161,-0.702421198629082,0.166666666666667,0.709358567876841,0.766601857901475,0.582970318389187,0.171375790696324,2.2544174194336,2.4919986724853,1.86386799812317,0.634277105331417,"SP934","resident"
"Oreotrochilus estella","bird","Apodiformes","Trochilidae",10,"npp.sd",0.352978534879909,0.368842146438572,0.142857142857143,3.46406753972089,3.24732777840129,0.400660074515434,0.134933311207811,10.9034168720246,10.414083480835,1.42848116159439,0.43797355890274,"SP935","resident"
"Notiochelidon murina","bird","Passeriformes","Hirundinidae",10,"npp.sd",0.723748751075258,0.915472965375797,0.142857142857143,3.61459809190702,3.48944856933586,0.472076363770736,0.306122639337112,12.079083442688,10.82949924469,1.69065022468567,1.0493301153183,"SP936","resident"
"Ortalis motmot","bird","Galliformes","Cracidae",5,"npp.sd",0.1,0.100335347731076,0.5,1.69161568337075,1.46792888318801,1.30578610345345,0.329385551668899,4.5549163818359,3.9915008544922,2.85726523399353,0.81052500009537,"SP937","resident"
"Orthonyx spaldingii","bird","Passeriformes","Orthonychidae",5,"npp.sd",-0.0344827586206897,-0.0344964357434758,0.5,0.766227091935827,0.824868870398879,0.794124782368313,0.234062791540148,2.1506671905517,2.2563323974609,1.86386799812317,0.634277105331417,"SP938","resident"
"Orthorhyncus cristatus","bird","Apodiformes","Trochilidae",7,"npp.sd",-0.234665673148604,-0.239121367745548,0.25,1.01138482457654,0.879113783796104,0.928377128157972,0.218761681266906,2.974760055542,2.4090518951416,2.60792565345764,0.521898806095126,"SP939","resident"
"Orthotomus sericeus","bird","Passeriformes","Cisticolidae",6,"npp.sd",-0.23024644260606,-0.234449689926445,0.333333333333333,2.99733036799905,2.74864646956483,0.292371200801339,0.285794185208081,8.0249176025391,7.4732494354248,0.84327244758606,0.73661315441132,"SP940","resident"
"Ortygospiza atricollis","bird","Passeriformes","Estrildidae",5,"npp.sd",-0.547694802254349,-0.615082355158829,0.5,4.16213875121108,3.49632896210514,0.421230297020374,0.2144604371689,11.1923332214355,9.0027484893798,1.11519163846969,0.530423104763029,"SP941","resident"
"Sporophila angolensis","bird","Passeriformes","Thraupidae",12,"npp.sd",0.366503533778106,0.384378084903753,0.111111111111111,2.94006744965102,2.28992849974512,1.10131223191172,0.333148867499357,10.3021659851074,8.7111682891845,2.84100127220154,1.22867220640182,"SP942","resident"
"Otus bakkamoena","bird","Strigiformes","Strigidae",5,"npp.sd",-0.2,-0.202732554054082,0.5,2.94549394545576,3.79228202649515,0.416848082904841,0.138847150218995,6.3900699615478,8.4932174682617,1.01089787483216,0.327001750469209,"SP943","resident"
"Megascops choliba","bird","Strigiformes","Strigidae",7,"npp.sd",-0.0134695044120495,-0.0134703190804577,0.25,1.27543999084328,1.26822796862981,0.979828689770933,0.187570586651729,4.0835838317871,4.2459163665771,2.90139842033386,0.554112851619718,"SP944","resident"
"Otus flammeolus","bird","Strigiformes","Strigidae",14,"npp.sd",0.410989010989011,0.436800661589552,0.0909090909090909,3.91816458431079,3.8275916929582,0.399913915994625,0.387622496987824,14.3789174556732,13.6520824432373,1.12896859645844,1.2768803536892,"SP945","migratory"
"Otus megalotis","bird","Strigiformes","Strigidae",5,"npp.sd",-0.113277091881361,-0.113765369223702,0.5,1.0374061323769,1.16435485089553,219.253557015499,759.404682222621,2.7523345947266,2.8120021820069,491.600031256676,1698.53564962745,"SP946","resident"
"Oxyura jamaicensis","bird","Anseriformes","Anatidae",17,"npp.sd",-0.284562138043652,-0.292639220527754,0.0714285714285714,3.62823074914337,3.67472400792883,0.668055859191552,0.502657081559616,12.2284874916077,12.3451805114746,2.49426293373108,1.97675988078117,"SP947","migratory"
"Pachycephala hyperythra","bird","Passeriformes","Pachycephalidae",5,"npp.sd",-0.508169726294856,-0.560259203998126,0.5,2.31073703712287,2.14410080358499,0.72555045447243,0.405584697686576,6.3642501831055,5.8735008239746,1.84613037109375,1.02142304182053,"SP948","resident"
"Pachycephala melanura","bird","Passeriformes","Pachycephalidae",5,"npp.sd",0.2589236005641,0.26495431321782,0.5,0.75708653525497,1.90466995377414,1.24994181484767,0.317356646648407,1.8669166564941,5.0168342590332,2.66799384355545,0.768845438957214,"SP949","resident"
"Pachycephala pectoralis","bird","Passeriformes","Pachycephalidae",36,"npp.sd",-0.0759607389749202,-0.0761073455443121,0.0303030303030303,3.34573156855435,2.65314430339944,1.11803672802853,0.247279018324603,13.6415205001831,13.5533332824707,4.69747406244278,1.35116612911224,"SP950","resident"
"Pachycephala philippinensis","bird","Passeriformes","Pachycephalidae",5,"npp.sd",-0.544071180010808,-0.609920564875121,0.5,1.04743642525118,1.46249846681673,268.792476827032,930.234074913947,2.7523345947266,2.8544178009034,491.600031256676,1698.53564962745,"SP951","resident"
"Pachycephala rufiventris","bird","Passeriformes","Pachycephalidae",8,"npp.sd",0.292761520271585,0.30158400072929,0.2,3.22402674804122,3.02608809324308,1.25044528314539,0.192379913398068,10.8891067504883,10.370361328125,3.20330587029457,0.551894754171372,"SP952","migratory"
"Pachycephala schlegelii","bird","Passeriformes","Pachycephalidae",9,"npp.sd",-0.144271061189785,-0.145284709873564,0.166666666666667,4.55196487911815,4.18648490696654,0.560851548868077,0.149542968394321,13.2062540054321,11.6832504272461,1.82315587997436,0.45436012744904,"SP953","resident"
"Pachycephala simplex","bird","Passeriformes","Pachycephalidae",8,"npp.sd",0.53671276310632,0.599526800383558,0.2,2.39271915620217,2.31724816046287,1.15238257105896,0.209572017816509,6.9872341156006,7.4080104827881,3.78663289546967,0.558384239673612,"SP954","resident"
"Pachycephala soror","bird","Passeriformes","Pachycephalidae",8,"npp.sd",0.192380387365332,0.194807871203357,0.2,3.28117960125624,2.74105514732579,0.704327686106349,0.220524839613304,9.5048332214355,7.9450016021729,1.87080240249634,0.577511012554168,"SP955","resident"
"Pachycephalopsis poliosoma","bird","Passeriformes","Petroicidae",5,"npp.sd",-0.955753611784366,-1.89437856571897,0.5,1.61776915882792,1.35181569844635,0.572974263777591,0.193752711303047,3.9624671936035,3.6179237365723,1.53472232818604,0.475769937038422,"SP956","resident"
"Pachyramphus minor","bird","Passeriformes","Tityridae",5,"npp.sd",0.2,0.202732554054082,0.5,0.723875583461998,0.685378809203666,0.506596520313589,0.328179750855155,1.8166675567627,1.7505836486817,1.20361638069153,0.806399106979365,"SP957","resident"
"Pachyramphus polychopterus","bird","Passeriformes","Tityridae",13,"npp.sd",0.604097388074045,0.699574125405632,0.1,3.74036300696698,3.38242132352372,1.0866269084652,0.339357169207905,10.5778331756592,10.5504169464111,2.66559910774231,1.09346783161163,"SP958","resident"
"Pachyramphus viridis","bird","Passeriformes","Tityridae",7,"npp.sd",-0.463625119205915,-0.501919137273248,0.25,1.95436873720114,2.11401048304631,1.25389912382629,0.287468258909133,5.4965000152588,6.1414165496826,2.65237486362457,0.861192762851717,"SP959","resident"
"Pandion haliaetus","bird","Accipitriformes","Pandionidae",17,"npp.sd",-0.0594074523451261,-0.0594774885358495,0.0714285714285714,5.0787756082815,5.15458523347226,0.943020912138373,0.486137917079924,19.1470832824707,17.4073333740235,3.43148665130139,1.68047155439854,"SP960","migratory"
"Parkesia noveboracensis","bird","Passeriformes","Parulidae",44,"npp.sd",-0.0948269146754934,-0.0951126905257885,0.024390243902439,8.29030418283549,8.42867492066695,3855.60551101928,7896.80115452883,39.2829179763794,41.2907495498657,24197.4371627271,44664.2655279636,"SP961","migratory"
"Paroaria capitata","bird","Passeriformes","Thraupidae",6,"npp.sd",-0.771428571428572,-1.02384642168263,0.333333333333333,1.32463093763152,1.59573256634118,0.22691630836982,0.133835478945123,3.2615013122559,3.8019161224365,0.555562913417813,0.313718736171726,"SP962","resident"
"Paroaria coronata","bird","Passeriformes","Thraupidae",5,"npp.sd",-0.769650303584837,-1.01946933199998,0.5,2.50208510385613,2.36905599988055,0.199614985770377,0.145787602540687,6.7719173431397,6.5419998168945,0.489744246006013,0.400468647480013,"SP963","resident"
"Setophaga pitiayumi","bird","Passeriformes","Parulidae",14,"npp.sd",0.149317384852288,0.150442181447682,0.0909090909090909,3.54795261590935,3.35858096435967,0.989513462680762,0.311703114081557,11.5110826492309,10.6257514953613,2.84100127220154,1.12811714410782,"SP964","resident"
"Poecile carolinensis","bird","Passeriformes","Paridae",44,"npp.sd",-0.0574189374283351,-0.0574821647054537,0.024390243902439,5.26950837696604,5.18313614171518,0.715278670042741,0.388212673678489,22.3621661663056,23.0522508621216,3.69644510746002,1.55687899887562,"SP965","resident"
"Pardaliparus elegans","bird","Passeriformes","Paridae",6,"npp.sd",0.0974239119746679,0.0977339096672442,0.333333333333333,1.037961311903,1.23822337218737,0.714657921025589,0.325928197889701,2.9500846862793,2.5774173736573,1.60000145435333,0.758755534887318,"SP966","resident"
"Poecile gambeli","bird","Passeriformes","Paridae",46,"npp.sd",0.0120411879286651,0.0120417699307391,0.0232558139534884,4.01242172329196,4.30441845911766,0.533046098035652,0.421815974080747,19.7978330403566,22.2956681251525,2.12664224207402,1.48865070939064,"SP967","resident"
"Poecile hudsonicus","bird","Passeriformes","Paridae",10,"npp.sd",-0.494144965263131,-0.54152962849753,0.142857142857143,3.13406562290069,3.08611775540493,0.480219981152031,0.497902096597078,7.4576313495636,7.21283352375031,1.3997694849968,1.38213938474655,"SP968","resident"
"Parus major","bird","Passeriformes","Paridae",30,"npp.sd",0.256728959102135,0.262603394665445,0.037037037037037,5.44776759322474,5.36186220828574,0.620869369016104,0.486260995637765,25.4082506895065,26.7715849876403,2.87781858444214,1.84930640459061,"SP969","resident"
"Parus monticolus","bird","Passeriformes","Paridae",9,"npp.sd",-0.023168540960129,-0.0231726877755404,0.166666666666667,4.82126259543558,4.20108680063173,1.23992927758933,0.137176280130444,16.0301659107208,13.5850000381469,3.6659175157547,0.463378190994258,"SP970","resident"
"Machlolophus spilonotus","bird","Passeriformes","Paridae",5,"npp.sd",-0.0670114966148207,-0.0671120736919799,0.5,4.67652515693956,5.98015248556232,1.22375640976502,0.268488808227488,9.0832490921021,11.489667892456,2.91296482086182,0.6995837688446,"SP971","resident"
"Passer domesticus","bird","Passeriformes","Passeridae",120,"npp.sd",0.323421026799446,0.335463085603176,0.00854700854700855,5.06782622444236,5.41323042211192,0.749206030643896,0.50990163060958,26.7516168355942,25.6285209655761,4.26878520846367,2.28399562835694,"SP972","migratory"
"Passer griseus","bird","Passeriformes","Passeridae",7,"npp.sd",-0.708597318944188,-0.884360968620295,0.25,2.30144505561645,1.97132680483113,0.674234347199575,0.190189376443125,6.5715827941895,5.1326656341552,1.90086948871612,0.636820256710055,"SP973","nomadic"
"Passer montanus","bird","Passeriformes","Passeridae",27,"npp.sd",-0.212596780065459,-0.215889485205334,0.0416666666666667,7.99232143496665,7.31141751677808,0.794333359394156,0.558878560905072,30.6952998638153,29.5786037445068,3.1172366142273,2.09193482995033,"SP974","migratory"
"Passerculus sandwichensis","bird","Passeriformes","Passerellidae",119,"npp.sd",-0.107897523343077,-0.108319182473289,0.00862068965517241,8.13226389419509,8.83543003695451,2620.73001452124,8083.19649785926,34.6923723220825,37.4592180252075,16265.8579979278,38262.804347707,"SP975","migratory"
"Passerella iliaca","bird","Passeriformes","Passerellidae",106,"npp.sd",0.369999396147774,0.388422400086655,0.00970873786407767,4.80528133051185,5.04486168521634,1679.90569455559,5803.07959935705,23.8369998931884,24.1194992661476,7888.19242931902,27244.4177639931,"SP976","migratory"
"Passerina amoena","bird","Passeriformes","Cardinalidae",28,"npp.sd",0.27304737067491,0.280153746704597,0.04,4.49008103971473,4.94237230083837,0.412717897722414,0.419691510193646,18.2634162902832,19.6885833740234,1.69147917628289,1.74643263220787,"SP977","migratory"
"Passerina caerulea","bird","Passeriformes","Cardinalidae",22,"npp.sd",-0.121077747443931,-0.121674666104707,0.0526315789473684,4.40621673330726,4.71340392628227,0.633882289033091,0.514526562397594,21.1030838489533,22.8070831298828,2.17615729570388,2.03858126699924,"SP978","migratory"
"Passerina ciris","bird","Passeriformes","Cardinalidae",31,"npp.sd",0.116601495489574,0.117134282959012,0.0357142857142857,8.13735316236374,8.08099548948874,1.04010768873173,0.258027939311733,28.871083021164,27.844500541687,4.15789878368378,1.1180661469698,"SP979","migratory"
"Passerina cyanea","bird","Passeriformes","Cardinalidae",80,"npp.sd",-0.0435305341693559,-0.0435580609163701,0.012987012987013,5.15252961552203,5.34999615560683,0.608313765138066,0.443132068131849,21.2197499275207,21.1481666564941,3.84999093413353,2.19227677583695,"SP980","migratory"
"Patagioenas fasciata","bird","Columbiformes","Columbidae",27,"npp.sd",0.315390615159978,0.326520255874036,0.0416666666666667,4.35766524225204,4.18112860033358,0.867828254817918,0.305068036516581,17.3522491455078,14.1303329467773,3.33052188158036,1.01760613918304,"SP981","migratory"
"Patagioenas plumbea","bird","Columbiformes","Columbidae",9,"npp.sd",0.494132687569384,0.541513384440798,0.166666666666667,3.79070778609669,3.38264180797876,0.561217175936356,0.22204909730621,9.716833114624,8.5165843963623,2.04092812538146,0.65912395715713,"SP982","resident"
"Patagioenas speciosa","bird","Columbiformes","Columbidae",5,"npp.sd",0.429996509540025,0.459892398973017,0.5,0.606523347060119,1.12665786957044,0.320245184640481,0.25603952351254,1.3941669464112,2.9235000610351,0.77087450027465,0.64330285787582,"SP983","resident"
"Patagona gigas","bird","Apodiformes","Trochilidae",13,"npp.sd",-0.0624525788940903,-0.0625339645475878,0.1,3.38486660522728,3.40071269008818,0.251985031275173,0.115230422094708,10.3233337402344,10.3358335494996,0.754794895648955,0.420860633254051,"SP984","migratory"
"Peneothello cyanus","bird","Passeriformes","Petroicidae",15,"npp.sd",-0.0835176511749728,-0.083712651982177,0.0833333333333333,4.04435264962262,3.68512921799329,0.634110316692916,0.20964977029306,13.6859998703003,12.4950008392334,1.87080240249634,0.647706925868988,"SP985","resident"
"Percnostola rufifrons","bird","Passeriformes","Thamnophilidae",7,"npp.sd",0.34229838229007,0.356693637181903,0.25,0.761861607221999,0.70029884856982,0.249554107077507,0.200983568731992,2.1394996643066,2.0578346252442,0.74154424667358,0.55533045530319,"SP986","resident"
"Perdix perdix","bird","Galliformes","Phasianidae",11,"npp.sd",0.0385341376785882,0.0385532275429565,0.125,1.20238630725936,1.53064913531058,0.300365409690261,0.3257543636082,4.58249950408938,6.2087497711182,1.05329439043999,1.13451620936393,"SP987","resident"
"Periparus ater","bird","Passeriformes","Paridae",8,"npp.sd",0.245414002801959,0.250527017612029,0.2,4.64001436638699,3.64623223790438,0.544548686715041,0.382330066485693,15.3290829658508,11.7240834236145,1.49689197540283,1.01956868171692,"SP988","migratory"
"Perisoreus canadensis","bird","Passeriformes","Corvidae",24,"npp.sd",-0.143517632284512,-0.144515350902774,0.0476190476190476,4.02221317177318,4.52861974576673,2721.00590455114,9270.74246425348,15.1241664886475,16.0336666703224,8378.29319375753,27835.2988964915,"SP989","resident"
"Perissocephalus tricolor","bird","Passeriformes","Cotingidae",5,"npp.sd",0.30311684559011,0.312948245705738,0.5,0.501169227431786,0.387415635496003,0.142935321793724,0.176192653877604,1.1533336639404,0.8033332824707,0.378568649292,0.405376553535465,"SP990","resident"
"Petrochelidon fulva","bird","Passeriformes","Hirundinidae",8,"npp.sd",-0.900341811925796,-1.47402141918674,0.2,6.58617908086571,6.63743653979576,0.63176755561845,0.811380445042162,14.1637258529663,14.2267503738403,1.78958845138549,1.9943025112152,"SP991","migratory"
"Petrochelidon pyrrhonota","bird","Passeriformes","Hirundinidae",43,"npp.sd",0.0784478994751488,0.0786094210033459,0.025,5.09795646350003,5.00463658201338,1202.71854068088,4154.63871411445,27.4698338508606,29.60999982059,7887.67149016261,27244.4090710133,"SP992","migratory"
"Petroica multicolor","bird","Passeriformes","Petroicidae",6,"npp.sd",0.767438659668667,1.01406633649185,0.333333333333333,5.66530550926496,4.85910447778042,0.876008949516093,0.392639693625365,11.4890842437744,10.9099159240723,2.66861224174499,0.892362654209135,"SP993","resident"
"Gymnoris dentata","bird","Passeriformes","Passeridae",5,"npp.sd",0.52185083818886,0.578879895994957,0.5,2.43782531653542,2.39154181512514,0.604735063301305,0.0974189492778493,4.5841655731201,4.8309173583984,1.37316304445266,0.209236741065979,"SP994","migratory"
"Peucaea cassinii","bird","Passeriformes","Passerellidae",9,"npp.sd",0.114403804566177,0.114906875555473,0.166666666666667,4.36238145224016,5.15460484723275,0.642114054494395,0.752791057830694,13.9195828437806,16.4318332672119,2.04446756839753,2.3772404640913,"SP995","migratory"
"Peucedramus taeniatus","bird","Passeriformes","Peucedramidae",6,"npp.sd",0.465291005869014,0.504043238919126,0.333333333333333,1.9508274084885,1.78278749278503,0.464450226540626,0.228643190358919,5.44508314132693,5.2192497253417,1.12219196557999,0.541661858558655,"SP996","resident"
"Phacellodomus ruber","bird","Passeriformes","Furnariidae",6,"npp.sd",-0.282195926587804,-0.290066400550467,0.333333333333333,1.14825469000314,1.58611812563029,0.271987663784998,0.0937536897193768,3.2615013122559,3.8019161224365,0.655514478683471,0.244812309741976,"SP997","resident"
"Phacellodomus rufifrons","bird","Passeriformes","Furnariidae",5,"npp.sd",0.531416520938892,0.592117073623984,0.5,2.01238557657211,1.88214354769396,0.408649468086941,0.333658131709824,5.5074996948242,5.1599998474122,0.89677464962006,0.842309653759005,"SP998","resident"
"Phaenicophilus palmarum","bird","Passeriformes","Phaenicophilidae",8,"npp.sd",0.321441914943346,0.333254347771072,0.2,5.8959701314529,6.01798183033707,0.9186828939228,0.242633249242933,15.2531671524047,15.8220825195312,2.86037027835846,0.718749254941939,"SP999","resident"
"Phaeomyias murina","bird","Passeriformes","Tyrannidae",9,"npp.sd",-0.804891834061653,-1.11235092067393,0.166666666666667,4.53599293802483,3.870246307658,0.84901947545939,0.497899377781016,13.6394166946411,11.2876663208007,2.52585631608963,1.53099972009658,"SP1000","migratory"
"Phaethornis bourcieri","bird","Apodiformes","Trochilidae",14,"npp.sd",0.46022906777762,0.497601874080796,0.0909090909090909,1.30535723096555,1.3782544534626,0.522168836569477,0.168397640034756,4.3101673126221,4.8793334960938,2.26859545707703,0.492179274559019,"SP1001","resident"
"Phaethornis eurynome","bird","Apodiformes","Trochilidae",5,"npp.sd",-0.447213595499958,-0.481211825059603,0.5,0.630503126194233,0.538039416138649,0.801645544487142,0.201813690117144,1.5471668243409,1.4146671295166,2.00574243068695,0.50297951698304,"SP1002","resident"
"Phaethornis guy","bird","Apodiformes","Trochilidae",14,"npp.sd",-0.383599447091516,-0.404273338502644,0.0909090909090909,3.14736985105835,2.84335986946681,0.758361616174151,0.294451555445275,10.3420829772949,9.0752506256104,2.38278436660767,0.921368360519414,"SP1003","resident"
"Phaethornis longirostris","bird","Apodiformes","Trochilidae",6,"npp.sd",0.800438152535079,1.09983056584821,0.333333333333333,1.28337261129314,1.28592550800412,0.488384712131911,0.160083956313782,3.3654174804688,2.9205017089844,1.33164834976196,0.406132459640505,"SP1004","resident"
"Phaethornis malaris","bird","Apodiformes","Trochilidae",10,"npp.sd",-0.208504243658259,-0.211607096939276,0.142857142857143,2.11575312164605,1.97570843769369,0.366417254978154,0.220163674682779,6.9774169921875,6.7311668395996,1.23167037963867,0.72295987606048,"SP1005","resident"
"Phaethornis ruber","bird","Apodiformes","Trochilidae",7,"npp.sd",0.211597221647655,0.214842843356186,0.25,0.534635736098894,0.547149677275535,0.882954840356259,0.360296774795344,1.7420825958252,1.572250366211,2.51752710342407,1.14337313175201,"SP1006","resident"
"Phaethornis superciliosus","bird","Apodiformes","Trochilidae",21,"npp.sd",0.377715673804707,0.397392496706797,0.0555555555555556,2.11331773092662,1.76181991043012,0.726056148042779,0.24897367615326,9.716833114624,7.9902515411377,3.44697403907776,1.09219655394554,"SP1007","resident"
"Phaetusa simplex","bird","Charadriiformes","Laridae",5,"npp.sd",2.93134396320275e-06,2.9313439632295e-06,0.5,3.62067304621636,3.45543150248809,0.82893387021858,0.262726269923499,9.1136951446533,8.5546379089356,1.93206828832627,0.658638149499893,"SP1008","resident"
"Phainopepla nitens","bird","Passeriformes","Ptiliogonatidae",12,"npp.sd",0.0178996531944949,0.0179015652306242,0.111111111111111,2.67035449420192,2.74086493301109,0.194938038457452,0.12756142918534,8.0399179458618,9.6736660003663,0.723135720938444,0.484218046069145,"SP1009","migratory"
"Nannopterum auritus","bird","Suliformes","Phalacrocoracidae",23,"npp.sd",0.374070208699294,0.393147179586328,0.05,4.42529466082587,4.87904376769368,0.718341737101034,0.655119544071239,13.017083644867,13.4620008468628,3.0298381447792,2.11374694108963,"SP1010","migratory"
"Phalaenoptilus nuttallii","bird","Caprimulgiformes","Caprimulgidae",55,"npp.sd",0.125434288278385,0.126098420243711,0.0192307692307692,4.92914579073763,4.92992919495126,0.66984878522652,0.377998024122325,20.2098324298859,20.7418327331543,3.43507884442806,1.51734921336174,"SP1011","migratory"
"Phalaropus fulicaria","bird","Charadriiformes","Scolopacidae",18,"npp.sd",0.278143900922618,0.285669208429317,0.0666666666666667,7.26278971442779,7.424658823115,5702.87855275561,10527.2509199589,35.4059820175171,36.207709312439,24197.3945556879,44664.1071592271,"SP1012","migratory"
"Phalaropus lobatus","bird","Charadriiformes","Scolopacidae",22,"npp.sd",-0.471728830833253,-0.512291667148539,0.0526315789473684,7.15355878072694,7.7429428185046,1681.45197395574,5808.38412434046,29.3023414611816,32.8413550853729,7887.91694492102,27244.3303621709,"SP1013","migratory"
"Phapitreron leucotis","bird","Columbiformes","Columbidae",8,"npp.sd",0.14689512234527,0.147965592497426,0.2,0.937817821564644,1.10731896544457,226.654532309445,786.003245730791,2.7523345947266,2.8120021820069,491.600031256676,1698.53564962745,"SP1014","resident"
"Phasianus colchicus","bird","Galliformes","Phasianidae",31,"npp.sd",0.044064910110608,0.0440934639021332,0.0357142857142857,2.69799334842512,3.23607061401472,0.395923203193959,0.351830863016052,9.56916570663455,11.6974992752075,1.77402210235596,1.51764270663261,"SP1015","resident"
"Pheucticus aureoventris","bird","Passeriformes","Cardinalidae",10,"npp.sd",-0.339925164163404,-0.354007913761192,0.142857142857143,2.8135069771084,2.75546888460573,0.916177785225264,0.448065034282741,8.43441629409787,9.2030839920044,2.67721807956696,1.29932600259781,"SP1016","migratory"
"Pheucticus chrysogaster","bird","Passeriformes","Cardinalidae",6,"npp.sd",-0.0686872338080452,-0.0687955612827768,0.333333333333333,6.83274359754478,6.37738561829153,1.01165169645946,0.574474047081254,17.1174168586731,16.1134996414184,2.66316467523575,1.61296220123767,"SP1017","resident"
"Pheucticus ludovicianus","bird","Passeriformes","Cardinalidae",72,"npp.sd",-0.103850860720835,-0.104226639286395,0.0144927536231884,3.05325577865732,3.53270367576452,0.546015341783801,0.420184995875419,19.4417502880097,21.9864158630371,3.36427324265242,2.11064869165421,"SP1018","migratory"
"Pheucticus melanocephalus","bird","Passeriformes","Cardinalidae",85,"npp.sd",0.069195871958412,0.0693066285150952,0.0121951219512195,3.94055163139009,4.03584099501327,0.755736754864958,0.405984175277393,19.1722490787506,21.7196664810181,3.25897933542729,1.82258714735508,"SP1019","migratory"
"Pheugopedius coraya","bird","Passeriformes","Troglodytidae",9,"npp.sd",-0.0720555962765648,-0.0721806906367406,0.166666666666667,1.63387923070358,1.72490442668423,0.593818347634229,0.211121925971509,4.75,5.5445003509522,1.97866225242615,0.536637783050535,"SP1020","resident"
"Thryothorus maculipectus","bird","Passeriformes","Troglodytidae",10,"npp.sd",0.218390654056769,0.221965536387476,0.142857142857143,1.70409975622953,1.68939879519071,0.679375029053131,0.253942838441708,4.7179851531982,5.6630821228028,1.83639311790466,0.701894819736483,"SP1021","resident"
"Philohydor lictor","bird","Passeriformes","Tyrannidae",5,"npp.sd",0.856621204948982,1.28051175689193,0.5,0.459435170059269,0.857787800114448,1.30383082987819,0.267049082373588,1.1122608184814,2.1343326568604,2.94475531578064,0.749067187309267,"SP1022","resident"
"Philydor erythrocercum","bird","Passeriformes","Furnariidae",8,"npp.sd",-0.862682487507935,-1.30373853578959,0.2,2.28177992818387,1.94239491271598,0.522028392471562,0.244769594634714,6.5850830078125,6.3402500152588,1.51834011077881,0.72295987606048,"SP1023","resident"
"Philydor lichtensteini","bird","Passeriformes","Furnariidae",7,"npp.sd",-0.38330560054415,-0.403928838036325,0.25,1.0575847894944,0.962058453589152,0.702293211037664,0.214353058163202,2.8051662445068,2.6977500915527,1.91558063030243,0.640398621559148,"SP1024","resident"
"Phlegopsis nigromaculata","bird","Passeriformes","Thamnophilidae",6,"npp.sd",0.753785913822103,0.981665341512646,0.333333333333333,0.245478171915276,0.615316733947572,0.286891376980399,0.180334163343508,0.732500076293903,1.5755004882813,0.67863368988037,0.48661124706269,"SP1025","resident"
"Phoeniculus purpureus","bird","Bucerotiformes","Phoeniculidae",9,"npp.sd",0.399974931927828,0.423619087606767,0.166666666666667,4.90014195340921,4.02654587804563,0.830565691130866,0.250122312614636,12.0526657104493,12.1733322143554,2.69585043191909,0.850807756185536,"SP1026","resident"
"Phoenicurus auroreus","bird","Passeriformes","Muscicapidae",9,"npp.sd",-0.0510626211719415,-0.0511070708089904,0.166666666666667,7.58848691403316,6.18881892052003,0.686626466782713,0.434995004068243,19.9382491111755,17.454333782196,1.74103379249572,1.21556329727173,"SP1027","migratory"
"Phoenicurus ochruros","bird","Passeriformes","Muscicapidae",5,"npp.sd",0.850174326110311,1.25678134989166,0.5,6.26808938335796,6.00984201242072,0.998419388257049,0.849481541018546,13.5029997825623,13.0884996652603,2.17439420521259,1.97752797603607,"SP1028","migratory"
"Phoenicurus phoenicurus","bird","Passeriformes","Muscicapidae",8,"npp.sd",-0.807989466786592,-1.12121024201664,0.2,1.71780504176419,1.84160858306971,0.467036204382592,0.386696524249613,5.01708316802979,5.69568157196048,1.21132731437683,0.96012437343598,"SP1029","migratory"
"Phrygilus plebejus","bird","Passeriformes","Thraupidae",9,"npp.sd",0.0650135660744362,0.0651053980737754,0.166666666666667,4.97475163032426,4.80176888762337,0.432384195163645,0.130281878874022,14.1756670475006,12.7908325195312,1.24173647165298,0.371532469987869,"SP1030","resident"
