"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","search_string","dupli","SPID"
"Drepanorhynchus reichenowi","bird","Passeriformes","Nectariniidae",6,"npp.sd",0.466930449835484,0.506137731730394,0.333333333333333,"nectarinia reichenowi","Drepanorhynchus reichenowinpp.sd","SP889"
"Nectarinia senegalensis","bird","Passeriformes","Nectariniidae",8,"npp.sd",0.0722022695716226,0.072328131002805,0.2,NA,"Nectarinia senegalensisnpp.sd","SP890"
"Cinnyris venustus","bird","Passeriformes","Nectariniidae",12,"npp.sd",0.27178632714392,0.27879161809099,0.111111111111111,"nectarinia venusta","Cinnyris venustusnpp.sd","SP891"
"Cyanomitra verticalis","bird","Passeriformes","Nectariniidae",7,"npp.sd",-0.615560642247097,-0.717825631483999,0.25,"nectarinia verticalis","Cyanomitra verticalisnpp.sd","SP892"
"Nemosia pileata","bird","Passeriformes","Thraupidae",5,"npp.sd",0.235981333670156,0.240514157229012,0.5,NA,"Nemosia pileatanpp.sd","SP893"
"Neocossyphus poensis","bird","Passeriformes","Turdidae",6,"npp.sd",-0.535511111342856,-0.597840469636114,0.333333333333333,NA,"Neocossyphus poensisnpp.sd","SP894"
"Neocossyphus rufus","bird","Passeriformes","Turdidae",7,"npp.sd",-0.151433554689889,-0.152607311788239,0.25,NA,"Neocossyphus rufusnpp.sd","SP895"
"Neopelma chrysocephalum","bird","Passeriformes","Pipridae",5,"npp.sd",-0.575964260604242,-0.656402425085859,0.5,NA,"Neopelma chrysocephalumnpp.sd","SP896"
"Nicator chloris","bird","Passeriformes","Nicatoridae",7,"npp.sd",0.328611240451659,0.341270576486632,0.25,NA,"Nicator chlorisnpp.sd","SP897"
"Nicator gularis","bird","Passeriformes","Nicatoridae",6,"npp.sd",-0.436953380243467,-0.468459006230061,0.333333333333333,NA,"Nicator gularisnpp.sd","SP898"
"Nilaus afer","bird","Passeriformes","Malaconotidae",7,"npp.sd",-0.660420140833642,-0.793558400527919,0.25,NA,"Nilaus afernpp.sd","SP899"
"Niltava macgrigoriae","bird","Passeriformes","Muscicapidae",5,"npp.sd",-0.457184909694856,-0.493746490481958,0.5,NA,"Niltava macgrigoriaenpp.sd","SP900"
"Niltava sundara","bird","Passeriformes","Muscicapidae",8,"npp.sd",-0.592661351888257,-0.681758401732515,0.2,NA,"Niltava sundaranpp.sd","SP901"
"Nothoprocta ornata","bird","Tinamiformes","Tinamidae",7,"npp.sd",-0.426790825406627,-0.455966160764647,0.25,NA,"Nothoprocta ornatanpp.sd","SP902"
"Nothoprocta pentlandii","bird","Tinamiformes","Tinamidae",7,"npp.sd",-0.30861034632919,-0.31900874287862,0.25,NA,"Nothoprocta pentlandiinpp.sd","SP903"
"Nucifraga columbiana","bird","Passeriformes","Corvidae",15,"npp.sd",0.237359702462306,0.241974313970584,0.0833333333333333,NA,"Nucifraga columbiananpp.sd","SP904"
"Numenius americanus","bird","Charadriiformes","Scolopacidae",8,"npp.sd",-0.128819560914547,-0.129539305404218,0.2,NA,"Numenius americanusnpp.sd","SP905"
"Numenius phaeopus","bird","Charadriiformes","Scolopacidae",6,"npp.sd",0.257142857142857,0.26304654794839,0.333333333333333,NA,"Numenius phaeopusnpp.sd","SP906"
"Numida meleagris","bird","Galliformes","Numididae",10,"npp.sd",0.534619105470863,0.596590645583199,0.142857142857143,NA,"Numida meleagrisnpp.sd","SP907"
"Nyctibius griseus","bird","Caprimulgiformes","Nyctibiidae",6,"npp.sd",0.521793932087203,0.578801696197847,0.333333333333333,NA,"Nyctibius griseusnpp.sd","SP908"
"Nycticorax nycticorax","bird","Pelecaniformes","Ardeidae",18,"npp.sd",0.342059496149159,0.35642307146626,0.0666666666666667,NA,"Nycticorax nycticoraxnpp.sd","SP909"
"Nyctidromus albicollis","bird","Caprimulgiformes","Caprimulgidae",15,"npp.sd",0.506930030386885,0.558589338823455,0.0833333333333333,NA,"Nyctidromus albicollisnpp.sd","SP910"
"Nyctipolus nigrescens","bird","Caprimulgiformes","Caprimulgidae",6,"npp.sd",0.265473761646351,0.271988064233187,0.333333333333333,NA,"Nyctipolus nigrescensnpp.sd","SP911"
"Ochthoeca cinnamomeiventris","bird","Passeriformes","Tyrannidae",11,"npp.sd",-0.468244868541021,-0.50781994763962,0.125,NA,"Ochthoeca cinnamomeiventrisnpp.sd","SP912"
"Ochthoeca diadema","bird","Passeriformes","Tyrannidae",9,"npp.sd",0.212968438256978,0.216278768775929,0.166666666666667,NA,"Ochthoeca diademanpp.sd","SP913"
"Silvicultrix frontalis","bird","Passeriformes","Tyrannidae",8,"npp.sd",-0.498529263848427,-0.547347081133305,0.2,"ochthoeca frontalis","Silvicultrix frontalisnpp.sd","SP914"
"Ochthoeca fumicolor","bird","Passeriformes","Tyrannidae",13,"npp.sd",-0.0745582956938199,-0.0746969133459208,0.1,NA,"Ochthoeca fumicolornpp.sd","SP915"
"Ochthoeca leucophrys","bird","Passeriformes","Tyrannidae",17,"npp.sd",0.4183120378065,0.445644290617491,0.0714285714285714,NA,"Ochthoeca leucophrysnpp.sd","SP916"
"Ochthoeca oenanthoides","bird","Passeriformes","Tyrannidae",9,"npp.sd",0.376624173636196,0.396119970354183,0.166666666666667,NA,"Ochthoeca oenanthoidesnpp.sd","SP917"
"Ochthoeca rufipectoralis","bird","Passeriformes","Tyrannidae",18,"npp.sd",0.120826181940674,0.121419365714167,0.0666666666666667,NA,"Ochthoeca rufipectoralisnpp.sd","SP918"
"Ocreatus underwoodii","bird","Apodiformes","Trochilidae",9,"npp.sd",0.426543056755171,0.455663248554277,0.166666666666667,NA,"Ocreatus underwoodiinpp.sd","SP919"
"Oedistoma iliolophus","bird","Passeriformes","Melanocharitidae",17,"npp.sd",-0.373934834502181,-0.39298979007694,0.0714285714285714,NA,"Oedistoma iliolophusnpp.sd","SP920"
"Oena capensis","bird","Columbiformes","Columbidae",13,"npp.sd",0.330441248639975,0.343323508361072,0.1,NA,"Oena capensisnpp.sd","SP921"
"Oenanthe deserti","bird","Passeriformes","Muscicapidae",7,"npp.sd",0.775185497579895,1.03319228682218,0.25,NA,"Oenanthe desertinpp.sd","SP922"
"Oenanthe isabellina","bird","Passeriformes","Muscicapidae",12,"npp.sd",-0.392318550544424,-0.414537422823044,0.111111111111111,NA,"Oenanthe isabellinanpp.sd","SP923"
"Oenanthe oenanthe","bird","Passeriformes","Muscicapidae",17,"npp.sd",0.127378205863039,0.128073903833019,0.0714285714285714,NA,"Oenanthe oenanthenpp.sd","SP924"
"Oenanthe pleschanka","bird","Passeriformes","Muscicapidae",5,"npp.sd",-0.742222015526154,-0.955408954383419,0.5,NA,"Oenanthe pleschankanpp.sd","SP925"
"Onychorhynchus coronatus","bird","Passeriformes","Tyrannidae",9,"npp.sd",-0.307369219727448,-0.317637547586581,0.166666666666667,NA,"Onychorhynchus coronatusnpp.sd","SP926"
"Oporornis agilis","bird","Passeriformes","Parulidae",5,"npp.sd",0.0843373493975903,0.084538165021967,0.5,NA,"Oporornis agilisnpp.sd","SP927"
"Geothlypis formosa","bird","Passeriformes","Parulidae",21,"npp.sd",0.127791959742438,0.128494504232498,0.0555555555555556,"oporornis formosus","Geothlypis formosanpp.sd","SP928"
"Geothlypis philadelphia","bird","Passeriformes","Parulidae",26,"npp.sd",0.182326806962569,0.184388454461624,0.0434782608695652,"oporornis philadelphia","Geothlypis philadelphianpp.sd","SP929"
"Geothlypis tolmiei","bird","Passeriformes","Parulidae",48,"npp.sd",0.0481644235462957,0.0482017196029894,0.0222222222222222,"oporornis tolmiei","Geothlypis tolmieinpp.sd","SP930"
"Oreomanes fraseri","bird","Passeriformes","Thraupidae",6,"npp.sd",0.773817004140374,1.02977230767632,0.333333333333333,NA,"Oreomanes fraserinpp.sd","SP931"
"Oreortyx pictus","bird","Galliformes","Odontophoridae",15,"npp.sd",0.275196654460639,0.282477656981556,0.0833333333333333,NA,"Oreortyx pictusnpp.sd","SP932"
"Oreoscoptes montanus","bird","Passeriformes","Mimidae",14,"npp.sd",-0.646995038212944,-0.770112802331722,0.0909090909090909,NA,"Oreoscoptes montanusnpp.sd","SP933"
"Oreoscopus gutturalis","bird","Passeriformes","Acanthizidae",9,"npp.sd",-0.605902359198161,-0.702421198629082,0.166666666666667,NA,"Oreoscopus gutturalisnpp.sd","SP934"
"Oreotrochilus estella","bird","Apodiformes","Trochilidae",10,"npp.sd",0.352978534879909,0.368842146438572,0.142857142857143,NA,"Oreotrochilus estellanpp.sd","SP935"
"Notiochelidon murina","bird","Passeriformes","Hirundinidae",10,"npp.sd",0.723748751075258,0.915472965375797,0.142857142857143,"orochelidon murina","Notiochelidon murinanpp.sd","SP936"
"Ortalis motmot","bird","Galliformes","Cracidae",5,"npp.sd",0.1,0.100335347731076,0.5,NA,"Ortalis motmotnpp.sd","SP937"
"Orthonyx spaldingii","bird","Passeriformes","Orthonychidae",5,"npp.sd",-0.0344827586206897,-0.0344964357434758,0.5,NA,"Orthonyx spaldingiinpp.sd","SP938"
"Orthorhyncus cristatus","bird","Apodiformes","Trochilidae",7,"npp.sd",-0.234665673148604,-0.239121367745548,0.25,NA,"Orthorhyncus cristatusnpp.sd","SP939"
"Orthotomus sericeus","bird","Passeriformes","Cisticolidae",6,"npp.sd",-0.23024644260606,-0.234449689926445,0.333333333333333,NA,"Orthotomus sericeusnpp.sd","SP940"
"Ortygospiza atricollis","bird","Passeriformes","Estrildidae",5,"npp.sd",-0.547694802254349,-0.615082355158829,0.5,NA,"Ortygospiza atricollisnpp.sd","SP941"
"Sporophila angolensis","bird","Passeriformes","Thraupidae",12,"npp.sd",0.366503533778106,0.384378084903753,0.111111111111111,"oryzoborus angolensis","Sporophila angolensisnpp.sd","SP942"
"Otus bakkamoena","bird","Strigiformes","Strigidae",5,"npp.sd",-0.2,-0.202732554054082,0.5,NA,"Otus bakkamoenanpp.sd","SP943"
"Megascops choliba","bird","Strigiformes","Strigidae",7,"npp.sd",-0.0134695044120495,-0.0134703190804577,0.25,"otus choliba","Megascops cholibanpp.sd","SP944"
"Otus flammeolus","bird","Strigiformes","Strigidae",14,"npp.sd",0.410989010989011,0.436800661589552,0.0909090909090909,NA,"Otus flammeolusnpp.sd","SP945"
"Otus megalotis","bird","Strigiformes","Strigidae",5,"npp.sd",-0.113277091881361,-0.113765369223702,0.5,NA,"Otus megalotisnpp.sd","SP946"
"Oxyura jamaicensis","bird","Anseriformes","Anatidae",17,"npp.sd",-0.284562138043652,-0.292639220527754,0.0714285714285714,NA,"Oxyura jamaicensisnpp.sd","SP947"
"Pachycephala hyperythra","bird","Passeriformes","Pachycephalidae",5,"npp.sd",-0.508169726294856,-0.560259203998126,0.5,NA,"Pachycephala hyperythranpp.sd","SP948"
"Pachycephala melanura","bird","Passeriformes","Pachycephalidae",5,"npp.sd",0.2589236005641,0.26495431321782,0.5,NA,"Pachycephala melanuranpp.sd","SP949"
"Pachycephala pectoralis","bird","Passeriformes","Pachycephalidae",36,"npp.sd",-0.0759607389749202,-0.0761073455443121,0.0303030303030303,NA,"Pachycephala pectoralisnpp.sd","SP950"
"Pachycephala philippinensis","bird","Passeriformes","Pachycephalidae",5,"npp.sd",-0.544071180010808,-0.609920564875121,0.5,NA,"Pachycephala philippinensisnpp.sd","SP951"
"Pachycephala rufiventris","bird","Passeriformes","Pachycephalidae",8,"npp.sd",0.292761520271585,0.30158400072929,0.2,NA,"Pachycephala rufiventrisnpp.sd","SP952"
"Pachycephala schlegelii","bird","Passeriformes","Pachycephalidae",9,"npp.sd",-0.144271061189785,-0.145284709873564,0.166666666666667,NA,"Pachycephala schlegeliinpp.sd","SP953"
"Pachycephala simplex","bird","Passeriformes","Pachycephalidae",8,"npp.sd",0.53671276310632,0.599526800383558,0.2,NA,"Pachycephala simplexnpp.sd","SP954"
"Pachycephala soror","bird","Passeriformes","Pachycephalidae",8,"npp.sd",0.192380387365332,0.194807871203357,0.2,NA,"Pachycephala sorornpp.sd","SP955"
"Pachycephalopsis poliosoma","bird","Passeriformes","Petroicidae",5,"npp.sd",-0.955753611784366,-1.89437856571897,0.5,NA,"Pachycephalopsis poliosomanpp.sd","SP956"
"Pachyramphus minor","bird","Passeriformes","Tityridae",5,"npp.sd",0.2,0.202732554054082,0.5,NA,"Pachyramphus minornpp.sd","SP957"
"Pachyramphus polychopterus","bird","Passeriformes","Tityridae",13,"npp.sd",0.604097388074045,0.699574125405632,0.1,NA,"Pachyramphus polychopterusnpp.sd","SP958"
"Pachyramphus viridis","bird","Passeriformes","Tityridae",7,"npp.sd",-0.463625119205915,-0.501919137273248,0.25,NA,"Pachyramphus viridisnpp.sd","SP959"
"Pandion haliaetus","bird","Accipitriformes","Pandionidae",17,"npp.sd",-0.0594074523451261,-0.0594774885358495,0.0714285714285714,NA,"Pandion haliaetusnpp.sd","SP960"
"Parkesia noveboracensis","bird","Passeriformes","Parulidae",44,"npp.sd",-0.0948269146754934,-0.0951126905257885,0.024390243902439,NA,"Parkesia noveboracensisnpp.sd","SP961"
"Paroaria capitata","bird","Passeriformes","Thraupidae",6,"npp.sd",-0.771428571428572,-1.02384642168263,0.333333333333333,NA,"Paroaria capitatanpp.sd","SP962"
"Paroaria coronata","bird","Passeriformes","Thraupidae",5,"npp.sd",-0.769650303584837,-1.01946933199998,0.5,NA,"Paroaria coronatanpp.sd","SP963"
"Setophaga pitiayumi","bird","Passeriformes","Parulidae",14,"npp.sd",0.149317384852288,0.150442181447682,0.0909090909090909,"parula pitiayumi","Setophaga pitiayuminpp.sd","SP964"
"Poecile carolinensis","bird","Passeriformes","Paridae",44,"npp.sd",-0.0574189374283351,-0.0574821647054537,0.024390243902439,"parus carolinensis","Poecile carolinensisnpp.sd","SP965"
"Pardaliparus elegans","bird","Passeriformes","Paridae",6,"npp.sd",0.0974239119746679,0.0977339096672442,0.333333333333333,"parus elegans","Pardaliparus elegansnpp.sd","SP966"
"Poecile gambeli","bird","Passeriformes","Paridae",46,"npp.sd",0.0120411879286651,0.0120417699307391,0.0232558139534884,"parus gambeli","Poecile gambelinpp.sd","SP967"
"Poecile hudsonicus","bird","Passeriformes","Paridae",10,"npp.sd",-0.494144965263131,-0.54152962849753,0.142857142857143,"parus hudsonicus","Poecile hudsonicusnpp.sd","SP968"
"Parus major","bird","Passeriformes","Paridae",30,"npp.sd",0.256728959102135,0.262603394665445,0.037037037037037,NA,"Parus majornpp.sd","SP969"
"Parus monticolus","bird","Passeriformes","Paridae",9,"npp.sd",-0.023168540960129,-0.0231726877755404,0.166666666666667,NA,"Parus monticolusnpp.sd","SP970"
"Machlolophus spilonotus","bird","Passeriformes","Paridae",5,"npp.sd",-0.0670114966148207,-0.0671120736919799,0.5,"parus spilonotus","Machlolophus spilonotusnpp.sd","SP971"
"Passer domesticus","bird","Passeriformes","Passeridae",120,"npp.sd",0.323421026799446,0.335463085603176,0.00854700854700855,NA,"Passer domesticusnpp.sd","SP972"
"Passer griseus","bird","Passeriformes","Passeridae",7,"npp.sd",-0.708597318944188,-0.884360968620295,0.25,NA,"Passer griseusnpp.sd","SP973"
"Passer montanus","bird","Passeriformes","Passeridae",27,"npp.sd",-0.212596780065459,-0.215889485205334,0.0416666666666667,NA,"Passer montanusnpp.sd","SP974"
"Passerculus sandwichensis","bird","Passeriformes","Passerellidae",119,"npp.sd",-0.107897523343077,-0.108319182473289,0.00862068965517241,NA,"Passerculus sandwichensisnpp.sd","SP975"
"Passerella iliaca","bird","Passeriformes","Passerellidae",106,"npp.sd",0.369999396147774,0.388422400086655,0.00970873786407767,NA,"Passerella iliacanpp.sd","SP976"
"Passerina amoena","bird","Passeriformes","Cardinalidae",28,"npp.sd",0.27304737067491,0.280153746704597,0.04,NA,"Passerina amoenanpp.sd","SP977"
"Passerina caerulea","bird","Passeriformes","Cardinalidae",22,"npp.sd",-0.121077747443931,-0.121674666104707,0.0526315789473684,NA,"Passerina caeruleanpp.sd","SP978"
"Passerina ciris","bird","Passeriformes","Cardinalidae",31,"npp.sd",0.116601495489574,0.117134282959012,0.0357142857142857,NA,"Passerina cirisnpp.sd","SP979"
"Passerina cyanea","bird","Passeriformes","Cardinalidae",80,"npp.sd",-0.0435305341693559,-0.0435580609163701,0.012987012987013,NA,"Passerina cyaneanpp.sd","SP980"
"Patagioenas fasciata","bird","Columbiformes","Columbidae",27,"npp.sd",0.315390615159978,0.326520255874036,0.0416666666666667,NA,"Patagioenas fasciatanpp.sd","SP981"
"Patagioenas plumbea","bird","Columbiformes","Columbidae",9,"npp.sd",0.494132687569384,0.541513384440798,0.166666666666667,NA,"Patagioenas plumbeanpp.sd","SP982"
"Patagioenas speciosa","bird","Columbiformes","Columbidae",5,"npp.sd",0.429996509540025,0.459892398973017,0.5,NA,"Patagioenas speciosanpp.sd","SP983"
"Patagona gigas","bird","Apodiformes","Trochilidae",13,"npp.sd",-0.0624525788940903,-0.0625339645475878,0.1,NA,"Patagona gigasnpp.sd","SP984"
"Peneothello cyanus","bird","Passeriformes","Petroicidae",15,"npp.sd",-0.0835176511749728,-0.083712651982177,0.0833333333333333,NA,"Peneothello cyanusnpp.sd","SP985"
"Percnostola rufifrons","bird","Passeriformes","Thamnophilidae",7,"npp.sd",0.34229838229007,0.356693637181903,0.25,NA,"Percnostola rufifronsnpp.sd","SP986"
"Perdix perdix","bird","Galliformes","Phasianidae",11,"npp.sd",0.0385341376785882,0.0385532275429565,0.125,NA,"Perdix perdixnpp.sd","SP987"
"Periparus ater","bird","Passeriformes","Paridae",8,"npp.sd",0.245414002801959,0.250527017612029,0.2,NA,"Periparus aternpp.sd","SP988"
"Perisoreus canadensis","bird","Passeriformes","Corvidae",24,"npp.sd",-0.143517632284512,-0.144515350902774,0.0476190476190476,NA,"Perisoreus canadensisnpp.sd","SP989"
"Perissocephalus tricolor","bird","Passeriformes","Cotingidae",5,"npp.sd",0.30311684559011,0.312948245705738,0.5,NA,"Perissocephalus tricolornpp.sd","SP990"
"Petrochelidon fulva","bird","Passeriformes","Hirundinidae",8,"npp.sd",-0.900341811925796,-1.47402141918674,0.2,NA,"Petrochelidon fulvanpp.sd","SP991"
"Petrochelidon pyrrhonota","bird","Passeriformes","Hirundinidae",43,"npp.sd",0.0784478994751488,0.0786094210033459,0.025,NA,"Petrochelidon pyrrhonotanpp.sd","SP992"
"Petroica multicolor","bird","Passeriformes","Petroicidae",6,"npp.sd",0.767438659668667,1.01406633649185,0.333333333333333,NA,"Petroica multicolornpp.sd","SP993"
"Gymnoris dentata","bird","Passeriformes","Passeridae",5,"npp.sd",0.52185083818886,0.578879895994957,0.5,"petronia dentata","Gymnoris dentatanpp.sd","SP994"
"Peucaea cassinii","bird","Passeriformes","Passerellidae",9,"npp.sd",0.114403804566177,0.114906875555473,0.166666666666667,NA,"Peucaea cassiniinpp.sd","SP995"
"Peucedramus taeniatus","bird","Passeriformes","Peucedramidae",6,"npp.sd",0.465291005869014,0.504043238919126,0.333333333333333,NA,"Peucedramus taeniatusnpp.sd","SP996"
"Phacellodomus ruber","bird","Passeriformes","Furnariidae",6,"npp.sd",-0.282195926587804,-0.290066400550467,0.333333333333333,NA,"Phacellodomus rubernpp.sd","SP997"
"Phacellodomus rufifrons","bird","Passeriformes","Furnariidae",5,"npp.sd",0.531416520938892,0.592117073623984,0.5,NA,"Phacellodomus rufifronsnpp.sd","SP998"
"Phaenicophilus palmarum","bird","Passeriformes","Phaenicophilidae",8,"npp.sd",0.321441914943346,0.333254347771072,0.2,NA,"Phaenicophilus palmarumnpp.sd","SP999"
"Phaeomyias murina","bird","Passeriformes","Tyrannidae",9,"npp.sd",-0.804891834061653,-1.11235092067393,0.166666666666667,NA,"Phaeomyias murinanpp.sd","SP1000"
"Phaethornis bourcieri","bird","Apodiformes","Trochilidae",14,"npp.sd",0.46022906777762,0.497601874080796,0.0909090909090909,NA,"Phaethornis bourcierinpp.sd","SP1001"
"Phaethornis eurynome","bird","Apodiformes","Trochilidae",5,"npp.sd",-0.447213595499958,-0.481211825059603,0.5,NA,"Phaethornis eurynomenpp.sd","SP1002"
"Phaethornis guy","bird","Apodiformes","Trochilidae",14,"npp.sd",-0.383599447091516,-0.404273338502644,0.0909090909090909,NA,"Phaethornis guynpp.sd","SP1003"
"Phaethornis longirostris","bird","Apodiformes","Trochilidae",6,"npp.sd",0.800438152535079,1.09983056584821,0.333333333333333,NA,"Phaethornis longirostrisnpp.sd","SP1004"
"Phaethornis malaris","bird","Apodiformes","Trochilidae",10,"npp.sd",-0.208504243658259,-0.211607096939276,0.142857142857143,NA,"Phaethornis malarisnpp.sd","SP1005"
"Phaethornis ruber","bird","Apodiformes","Trochilidae",7,"npp.sd",0.211597221647655,0.214842843356186,0.25,NA,"Phaethornis rubernpp.sd","SP1006"
"Phaethornis superciliosus","bird","Apodiformes","Trochilidae",21,"npp.sd",0.377715673804707,0.397392496706797,0.0555555555555556,NA,"Phaethornis superciliosusnpp.sd","SP1007"
"Phaetusa simplex","bird","Charadriiformes","Laridae",5,"npp.sd",2.93134396320275e-06,2.9313439632295e-06,0.5,NA,"Phaetusa simplexnpp.sd","SP1008"
"Phainopepla nitens","bird","Passeriformes","Ptiliogonatidae",12,"npp.sd",0.0178996531944949,0.0179015652306242,0.111111111111111,NA,"Phainopepla nitensnpp.sd","SP1009"
"Nannopterum auritus","bird","Suliformes","Phalacrocoracidae",23,"npp.sd",0.374070208699294,0.393147179586328,0.05,"phalacrocorax auritus","Nannopterum auritusnpp.sd","SP1010"
"Phalaenoptilus nuttallii","bird","Caprimulgiformes","Caprimulgidae",55,"npp.sd",0.125434288278385,0.126098420243711,0.0192307692307692,NA,"Phalaenoptilus nuttalliinpp.sd","SP1011"
"Phalaropus fulicaria","bird","Charadriiformes","Scolopacidae",18,"npp.sd",0.278143900922618,0.285669208429317,0.0666666666666667,"phalaropus fulicarius","Phalaropus fulicarianpp.sd","SP1012"
"Phalaropus lobatus","bird","Charadriiformes","Scolopacidae",22,"npp.sd",-0.471728830833253,-0.512291667148539,0.0526315789473684,NA,"Phalaropus lobatusnpp.sd","SP1013"
"Phapitreron leucotis","bird","Columbiformes","Columbidae",8,"npp.sd",0.14689512234527,0.147965592497426,0.2,NA,"Phapitreron leucotisnpp.sd","SP1014"
"Phasianus colchicus","bird","Galliformes","Phasianidae",31,"npp.sd",0.044064910110608,0.0440934639021332,0.0357142857142857,NA,"Phasianus colchicusnpp.sd","SP1015"
"Pheucticus aureoventris","bird","Passeriformes","Cardinalidae",10,"npp.sd",-0.339925164163404,-0.354007913761192,0.142857142857143,NA,"Pheucticus aureoventrisnpp.sd","SP1016"
"Pheucticus chrysogaster","bird","Passeriformes","Cardinalidae",6,"npp.sd",-0.0686872338080452,-0.0687955612827768,0.333333333333333,NA,"Pheucticus chrysogasternpp.sd","SP1017"
"Pheucticus ludovicianus","bird","Passeriformes","Cardinalidae",72,"npp.sd",-0.103850860720835,-0.104226639286395,0.0144927536231884,NA,"Pheucticus ludovicianusnpp.sd","SP1018"
"Pheucticus melanocephalus","bird","Passeriformes","Cardinalidae",85,"npp.sd",0.069195871958412,0.0693066285150952,0.0121951219512195,NA,"Pheucticus melanocephalusnpp.sd","SP1019"
"Pheugopedius coraya","bird","Passeriformes","Troglodytidae",9,"npp.sd",-0.0720555962765648,-0.0721806906367406,0.166666666666667,NA,"Pheugopedius corayanpp.sd","SP1020"
"Thryothorus maculipectus","bird","Passeriformes","Troglodytidae",10,"npp.sd",0.218390654056769,0.221965536387476,0.142857142857143,"pheugopedius maculipectus","Thryothorus maculipectusnpp.sd","SP1021"
"Philohydor lictor","bird","Passeriformes","Tyrannidae",5,"npp.sd",0.856621204948982,1.28051175689193,0.5,NA,"Philohydor lictornpp.sd","SP1022"
"Philydor erythrocercum","bird","Passeriformes","Furnariidae",8,"npp.sd",-0.862682487507935,-1.30373853578959,0.2,NA,"Philydor erythrocercumnpp.sd","SP1023"
"Philydor lichtensteini","bird","Passeriformes","Furnariidae",7,"npp.sd",-0.38330560054415,-0.403928838036325,0.25,NA,"Philydor lichtensteininpp.sd","SP1024"
"Phlegopsis nigromaculata","bird","Passeriformes","Thamnophilidae",6,"npp.sd",0.753785913822103,0.981665341512646,0.333333333333333,NA,"Phlegopsis nigromaculatanpp.sd","SP1025"
"Phoeniculus purpureus","bird","Bucerotiformes","Phoeniculidae",9,"npp.sd",0.399974931927828,0.423619087606767,0.166666666666667,NA,"Phoeniculus purpureusnpp.sd","SP1026"
"Phoenicurus auroreus","bird","Passeriformes","Muscicapidae",9,"npp.sd",-0.0510626211719415,-0.0511070708089904,0.166666666666667,NA,"Phoenicurus auroreusnpp.sd","SP1027"
"Phoenicurus ochruros","bird","Passeriformes","Muscicapidae",5,"npp.sd",0.850174326110311,1.25678134989166,0.5,NA,"Phoenicurus ochrurosnpp.sd","SP1028"
"Phoenicurus phoenicurus","bird","Passeriformes","Muscicapidae",8,"npp.sd",-0.807989466786592,-1.12121024201664,0.2,NA,"Phoenicurus phoenicurusnpp.sd","SP1029"
"Phrygilus plebejus","bird","Passeriformes","Thraupidae",9,"npp.sd",0.0650135660744362,0.0651053980737754,0.166666666666667,NA,"Phrygilus plebejusnpp.sd","SP1030"
"Phrygilus punensis","bird","Passeriformes","Thraupidae",9,"npp.sd",0.227057968854178,0.231085317124437,0.166666666666667,NA,"Phrygilus punensisnpp.sd","SP1031"
"Phrygilus unicolor","bird","Passeriformes","Thraupidae",7,"npp.sd",-0.564160961626238,-0.638915917653153,0.25,NA,"Phrygilus unicolornpp.sd","SP1032"
"Phyllastrephus fischeri","bird","Passeriformes","Pycnonotidae",14,"npp.sd",-0.450824609153359,-0.485734752969193,0.0909090909090909,NA,"Phyllastrephus fischerinpp.sd","SP1033"
"Phyllastrephus icterinus","bird","Passeriformes","Pycnonotidae",7,"npp.sd",-0.00815118585374059,-0.00815136638750819,0.25,NA,"Phyllastrephus icterinusnpp.sd","SP1034"
"Phyllastrephus strepitans","bird","Passeriformes","Pycnonotidae",7,"npp.sd",0.253510591043412,0.259160968730552,0.25,NA,"Phyllastrephus strepitansnpp.sd","SP1035"
"Phyllastrephus terrestris","bird","Passeriformes","Pycnonotidae",11,"npp.sd",0.686102027806244,0.840553323827948,0.125,NA,"Phyllastrephus terrestrisnpp.sd","SP1036"
"Phyllergates cucullatus","bird","Passeriformes","Scotocercidae",5,"npp.sd",-0.59874122321446,-0.691182657642154,0.5,NA,"Phyllergates cucullatusnpp.sd","SP1037"
"Phyllomyias nigrocapillus","bird","Passeriformes","Tyrannidae",6,"npp.sd",-0.129632220825807,-0.130365766714931,0.333333333333333,NA,"Phyllomyias nigrocapillusnpp.sd","SP1038"
"Phyllomyias uropygialis","bird","Passeriformes","Tyrannidae",6,"npp.sd",-0.27448485769626,-0.281707699560632,0.333333333333333,NA,"Phyllomyias uropygialisnpp.sd","SP1039"
"Phylloscartes ventralis","bird","Passeriformes","Tyrannidae",13,"npp.sd",-0.108994876874318,-0.109429595217304,0.1,NA,"Phylloscartes ventralisnpp.sd","SP1040"
"Seicercus borealis","bird","Passeriformes","Phylloscopidae",25,"npp.sd",0.0312845712261832,0.0312947835482511,0.0454545454545455,"phylloscopus borealis","Seicercus borealisnpp.sd","SP1041"
"Phylloscopus collybita","bird","Passeriformes","Phylloscopidae",11,"npp.sd",0.797449844164663,1.09156832354148,0.125,NA,"Phylloscopus collybitanpp.sd","SP1042"
"Phylloscopus fuscatus","bird","Passeriformes","Phylloscopidae",7,"npp.sd",0.785030469353454,1.05834723178608,0.25,NA,"Phylloscopus fuscatusnpp.sd","SP1043"
"Abrornis humei","bird","Passeriformes","Phylloscopidae",7,"npp.sd",-0.0388643930019692,-0.0388839782125248,0.25,"phylloscopus humei","Abrornis humeinpp.sd","SP1044"
