"","speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi"
"13069","Polioptila californica","bird","Passeriformes","Polioptilidae",15,"npp",-0.194025740747818,-0.196517023275231,0.0833333333333333
"13070","Polioptila dumicola","bird","Passeriformes","Polioptilidae",8,"npp",0.470744421041879,0.511026254625374,0.2
"13071","Polioptila melanura","bird","Passeriformes","Polioptilidae",32,"npp",0.57696923610507,0.657907587313606,0.0344827586206897
"13072","Polioptila plumbea","bird","Passeriformes","Polioptilidae",8,"npp",0.405359252209846,0.430045403319523,0.2
"13073","Polioxolmis rufipennis","bird","Passeriformes","Tyrannidae",6,"npp",0.651071903270124,0.777157059951216,0.333333333333333
"13074","Polyonymus caroli","bird","Apodiformes","Trochilidae",5,"npp",-0.314136791966264,-0.325128547228931,0.5
"13075","Polypedates megacephalus","amphibian","Anura","Rhacophoridae",6,"npp",0.187273694480986,0.189510269693797,0.333333333333333
"13076","Polytmus guainumbi","bird","Apodiformes","Trochilidae",5,"npp",-0.468140476537582,-0.507686248114625,0.5
"13077","Pomatorhinus ruficollis","bird","Passeriformes","Pomatostomidae",8,"npp",0.633282233810997,0.746877193388702,0.2
"13078","Pooecetes gramineus","bird","Passeriformes","Passerellidae",54,"npp",0.0971046391442294,0.0974115875574404,0.0196078431372549
"13079","Poospiza hispaniolensis","bird","Passeriformes","Thraupidae",6,"npp",-0.241170161918753,-0.24601616628564,0.333333333333333
"13080","Porzana carolina","bird","Gruiformes","Rallidae",45,"npp",0.100923093674605,0.101267852802916,0.0238095238095238
"13081","Premnoplex brunnescens","bird","Passeriformes","Furnariidae",10,"npp",-0.0238869248645276,-0.0238914695956266,0.142857142857143
"13082","Prinia flavicans","bird","Passeriformes","Cisticolidae",6,"npp",-0.152611647583517,-0.153813275711517,0.333333333333333
"13083","Prinia gracilis","bird","Passeriformes","Cisticolidae",5,"npp",0.503422931880761,0.553880523867906,0.5
"13084","Prinia subflava","bird","Passeriformes","Cisticolidae",14,"npp",0.0832192805273257,0.0834121930522075,0.0909090909090909
"13085","Prionochilus olivaceus","bird","Passeriformes","Dicaeidae",6,"npp",-0.280155105767796,-0.287850380914056,0.333333333333333
"13086","Prionops retzii","bird","Passeriformes","Vangidae",5,"npp",0.788990716381328,1.06875238175807,0.5
"13087","Procavia capensis","mammal","Hyracoidea","Procaviidae",5,"npp",0.801632227249291,1.10316278999393,0.5
"13088","Procyon lotor","mammal","Carnivora","Procyonidae",79,"npp",-0.254661621526145,-0.260391438186359,0.0131578947368421
"13089","Proechimys semispinosus","mammal","Rodentia","Echimyidae",18,"npp",0.395608156253897,0.418431409023003,0.0666666666666667
"13090","Proechimys simonsi","mammal","Rodentia","Echimyidae",6,"npp",-0.0368353673320972,-0.0368520408608013,0.333333333333333
"13091","Progne chalybea","bird","Passeriformes","Hirundinidae",5,"npp",-0.53891979546507,-0.602632005220467,0.5
"13092","Progne subis","bird","Passeriformes","Hirundinidae",16,"npp",-0.110734379204874,-0.111190350749221,0.0769230769230769
"13093","Protobothrops jerdonii","reptile","Squamata","Viperidae",7,"npp",-0.214285714285714,-0.217659035628923,0.25
"13094","Protobothrops mucrosquamatus","reptile","Squamata","Viperidae",5,"npp",0.0512989176042578,0.0513439878397489,0.5
"13095","Protonotaria citrea","bird","Passeriformes","Parulidae",8,"npp",-0.0880004578147687,-0.0882286800585525,0.2
"13096","Prunella fulvescens","bird","Passeriformes","Prunellidae",5,"npp",-0.273385117543744,-0.280518739216404,0.5
"13097","Prunella modularis","bird","Passeriformes","Prunellidae",10,"npp",0.352839692347077,0.368683551755524,0.142857142857143
"13098","Psaltriparus minimus","bird","Passeriformes","Aegithalidae",25,"npp",-0.196084628484551,-0.198657343640014,0.0454545454545455
"13099","Psammodynastes pulverulentus","reptile","Squamata","Lamprophiidae",21,"npp",0.618950536411879,0.723302104440962,0.0555555555555556
"13100","Psammophis condanarus","reptile","Squamata","Psammophiidae",6,"npp",0.350894424451589,0.366463405510044,0.333333333333333
"13101","Psarocolius angustifrons","bird","Passeriformes","Icteridae",6,"npp",-0.68083677776239,-0.830672195006714,0.333333333333333
"13102","Psarocolius decumanus","bird","Passeriformes","Icteridae",8,"npp",0.208099107750067,0.211183585016349,0.2
"13103","Pseudocolaptes boissonneautii","bird","Passeriformes","Furnariidae",17,"npp",-0.227597320458475,-0.231654060167774,0.0714285714285714
"13104","Pseudotriccus ruficeps","bird","Passeriformes","Tyrannidae",6,"npp",0.409942911676991,0.43554260114593,0.333333333333333
"13105","Pseudoxenodon macrops","reptile","Squamata","Pseudoxenodontidae",5,"npp",0.430500543321235,0.460510931723725,0.5
"13106","Psophodes olivaceus","bird","Passeriformes","Psophodidae",6,"npp",-0.636708125141645,-0.752617844346668,0.333333333333333
"13107","Ptenochirus jagori","mammal","Chiroptera","Pteropodidae",15,"npp",0.107120575798291,0.107533149767239,0.0833333333333333
"13108","Pteronotus davyi","mammal","Chiroptera","Mormoopidae",18,"npp",-0.128978593671909,-0.129701025130691,0.0666666666666667
"13109","Pteronotus parnellii","mammal","Chiroptera","Mormoopidae",35,"npp",-0.20860704426308,-0.211714572231103,0.03125
"13110","Pterophanes cyanopterus","bird","Apodiformes","Trochilidae",10,"npp",-0.166905912465557,-0.168482209801808,0.142857142857143
"13111","Pteropus alecto","mammal","Chiroptera","Pteropodidae",5,"npp",0.881141758706821,1.38085132828466,0.5
"13112","Ptilinopus rivoli","bird","Columbiformes","Columbidae",6,"npp",0.716061393196363,0.899514507381556,0.333333333333333
"13113","Ptilonorhynchus violaceus","bird","Passeriformes","Ptilonorhynchidae",5,"npp",-0.5,-0.549306144334055,0.5
"13114","Ptiloprora guisei","bird","Passeriformes","Meliphagidae",9,"npp",0.0587489691507168,0.058816699006496,0.166666666666667
"13115","Ptilorrhoa caerulescens","bird","Passeriformes","Cinclosomatidae",8,"npp",0.0192000369828814,0.0192023968144957,0.2
"13116","Ptyas korros","reptile","Squamata","Colubridae",6,"npp",-0.553890514920897,-0.623976335296192,0.333333333333333
"13117","Ptyas mucosus","reptile","Squamata","Colubridae",5,"npp",0.656796951538818,0.787159610036673,0.5
"13118","Ptychoramphus aleuticus","bird","Charadriiformes","Alcidae",9,"npp",-0.0166666666666667,-0.0166682101337959,0.166666666666667
"13119","Ptyonoprogne fuligula","bird","Passeriformes","Hirundinidae",6,"npp",-0.925820099772552,-1.62830697740003,0.333333333333333
"13120","Puffinus gravis","bird","Procellariiformes","Procellariidae",6,"npp",-0.316451405998516,-0.327698658638466,0.333333333333333
"13121","Puffinus griseus","bird","Procellariiformes","Procellariidae",7,"npp",-0.160738891594108,-0.162145092473273,0.25
"13122","Puma concolor","mammal","Carnivora","Felidae",45,"npp",-0.120942066339811,-0.121536968641668,0.0238095238095238
"13123","Pusa hispida","mammal","Carnivora","Phocidae",22,"npp",0.169718437920964,0.171376736397908,0.0526315789473684
"13124","Pycnonotus barbatus","bird","Passeriformes","Pycnonotidae",32,"npp",0.217551515158803,0.221084540064318,0.0344827586206897
"13125","Pycnonotus importunus","bird","Passeriformes","Pycnonotidae",13,"npp",0.206576250616195,0.209592320800426,0.1
"13126","Pycnonotus jocosus","bird","Passeriformes","Pycnonotidae",5,"npp",0.3,0.309519604203112,0.5
"13127","Pycnonotus nigricans","bird","Passeriformes","Pycnonotidae",8,"npp",0.0829182155838817,0.0831090361977268,0.2
"13128","Pycnonotus plumosus","bird","Passeriformes","Pycnonotidae",5,"npp",-0.148280507484827,-0.149381826524249,0.5
"13129","Pycnonotus urostictus","bird","Passeriformes","Pycnonotidae",9,"npp",-0.40927440092503,-0.434739315711075,0.166666666666667
"13130","Pygochelidon cyanoleuca","bird","Passeriformes","Hirundinidae",5,"npp",0.403259123122635,0.427534889068573,0.5
"13131","Pygoderma bilabiatum","mammal","Chiroptera","Phyllostomidae",16,"npp",-0.205079789946193,-0.208029657275154,0.0769230769230769
"13132","Pyrenestes ostrinus","bird","Passeriformes","Estrildidae",6,"npp",-0.598181310151243,-0.690310306979175,0.333333333333333
"13133","Pyriglena leuconota","bird","Passeriformes","Thamnophilidae",6,"npp",0.873015441806105,1.34561972839624,0.333333333333333
"13134","Pyriglena leucoptera","bird","Passeriformes","Thamnophilidae",6,"npp",-0.316541628344121,-0.327798924633436,0.333333333333333
"13135","Pyrocephalus rubinus","bird","Passeriformes","Tyrannidae",33,"npp",-0.386563517855021,-0.407753475226594,0.0333333333333333
"13136","Pyrrhomyias cinnamomeus","bird","Passeriformes","Tyrannidae",13,"npp",0.459963063538092,0.497264438680686,0.1
"13137","Pyrrhula pyrrhula","bird","Passeriformes","Fringillidae",6,"npp",0.932955107278827,1.68072140946646,0.333333333333333
"13138","Pyrrhura frontalis","bird","Psittaciformes","Psittacidae",10,"npp",0.747357949562906,0.966943258241401,0.142857142857143
"13139","Pytilia melba","bird","Passeriformes","Estrildidae",6,"npp",-0.493025169055393,-0.540049148093289,0.333333333333333
"13140","Pytilia phoenicoptera","bird","Passeriformes","Estrildidae",5,"npp",-0.588697827871391,-0.675670913568256,0.5
"13141","Quelea erythrops","bird","Passeriformes","Ploceidae",10,"npp",0.400328025561063,0.424039497841472,0.142857142857143
"13142","Quelea quelea","bird","Passeriformes","Ploceidae",13,"npp",-0.442020248391394,-0.474738842671739,0.1
"13143","Querula purpurata","bird","Passeriformes","Cotingidae",7,"npp",-0.198801830143508,-0.201484771275765,0.25
"13144","Quiscalus lugubris","bird","Passeriformes","Icteridae",6,"npp",0.516905609078692,0.572107847209053,0.333333333333333
"13145","Quiscalus major","bird","Passeriformes","Icteridae",7,"npp",0.19208827027224,0.194504544979213,0.25
"13146","Quiscalus mexicanus","bird","Passeriformes","Icteridae",29,"npp",0.240164654057086,0.244948837790263,0.0384615384615385
"13147","Quiscalus quiscula","bird","Passeriformes","Icteridae",67,"npp",0.279592410659238,0.287239864443606,0.015625
"13148","Rallus limicola","bird","Gruiformes","Rallidae",42,"npp",-0.238403604177817,-0.243080831045954,0.0256410256410256
"13149","Rallus longirostris","bird","Gruiformes","Rallidae",8,"npp",0.481927527947291,0.525491881614627,0.2
"13150","Ramphastos tucanus","bird","Piciformes","Ramphastidae",7,"npp",-0.179266825111736,-0.181225066603964,0.25
"13151","Ramphastos vitellinus","bird","Piciformes","Ramphastidae",5,"npp",0.0999999999999998,0.100335347731075,0.5
"13152","Ramphocaenus melanurus","bird","Passeriformes","Polioptilidae",10,"npp",-0.0574795354140501,-0.0575429633519381,0.142857142857143
"13153","Ramphocelus carbo","bird","Passeriformes","Thraupidae",16,"npp",0.201487461507391,0.204282474666507,0.0769230769230769
"13154","Ramphotyphlops braminus","reptile","Squamata","Typhlopidae",9,"npp",-0.00307049536387904,-0.00307050501341741,0.166666666666667
"13155","Rana aurora","amphibian","Anura","Ranidae",8,"npp",-0.580813757887877,-0.66368985849691,0.2
"13156","Rana boylii","amphibian","Anura","Ranidae",21,"npp",0.530360880243334,0.590647143273639,0.0555555555555556
"13157","Rana catesbeiana","amphibian","Anura","Ranidae",24,"npp",-0.215079595606517,-0.21849127372587,0.0476190476190476
"13158","Rana limnocharis","amphibian","Anura","Dicroglossidae",8,"npp",-0.516294900785094,-0.571274825496393,0.2
"13159","Rana sylvatica","amphibian","Anura","Ranidae",9,"npp",-0.804794717218319,-1.11207519859137,0.166666666666667
"13160","Rattus argentiventer","mammal","Rodentia","Muridae",5,"npp",-0.938248471923181,-1.72321063666696,0.5
"13161","Rattus everetti","mammal","Rodentia","Muridae",12,"npp",0.078324077198177,0.0784848332135844,0.111111111111111
"13162","Rattus exulans","mammal","Rodentia","Muridae",21,"npp",-0.0165249621243781,-0.0165264665521031,0.0555555555555556
"13163","Rattus leucopus","mammal","Rodentia","Muridae",6,"npp",-0.569978440370913,-0.647490909948619,0.333333333333333
"13164","Rattus niobe","mammal","Rodentia","Muridae",5,"npp",0.944412758369985,1.77738078945415,0.5
"13165","Rattus norvegicus","mammal","Rodentia","Muridae",67,"npp",-0.188533108609782,-0.190815778519106,0.015625
"13166","Rattus rattus","mammal","Rodentia","Muridae",114,"npp",0.038482164287926,0.0385011769676456,0.00900900900900901
"13167","Rattus tanezumi","mammal","Rodentia","Muridae",17,"npp",-0.165196064873749,-0.166723879410765,0.0714285714285714
"13168","Rattus tiomanicus","mammal","Rodentia","Muridae",6,"npp",0.282536034566239,0.29043597489863,0.333333333333333
"13169","Recurvirostra americana","bird","Charadriiformes","Recurvirostridae",21,"npp",-0.0520178739272944,-0.0520648679274571,0.0555555555555556
"13170","Regulus calendula","bird","Passeriformes","Regulidae",82,"npp",-0.146623709513735,-0.147688205206084,0.0126582278481013
"13171","Regulus regulus","bird","Passeriformes","Regulidae",5,"npp",0.988448982026244,2.5741683192334,0.5
"13172","Regulus satrapa","bird","Passeriformes","Regulidae",60,"npp",-0.074125014608567,-0.0742612243392444,0.0175438596491228
"13173","Reithrodontomys fulvescens","mammal","Rodentia","Cricetidae",39,"npp",0.0763121639339254,0.0764608195105197,0.0277777777777778
"13174","Reithrodontomys megalotis","mammal","Rodentia","Cricetidae",261,"npp",-0.104445009307489,-0.104827303167899,0.00387596899224806
"13175","Reithrodontomys mexicanus","mammal","Rodentia","Cricetidae",9,"npp",0.47709622609145,0.519217985832213,0.166666666666667
"13176","Reithrodontomys microdon","mammal","Rodentia","Cricetidae",6,"npp",0.449013697555556,0.483464222994492,0.333333333333333
"13177","Reithrodontomys montanus","mammal","Rodentia","Cricetidae",23,"npp",0.0683236924142781,0.068430305741211,0.05
"13178","Reithrodontomys reithrodontomys","mammal","Rodentia","Cricetidae",12,"npp",0.255727007367128,0.26153103973375,0.111111111111111
"13179","Reithrodontomys sumichrasti","mammal","Rodentia","Cricetidae",9,"npp",-0.0288965184430119,-0.028904565423829,0.166666666666667
"13180","Rhabdomys pumilio","mammal","Rodentia","Muridae",9,"npp",0.341793462961003,0.356121817561492,0.166666666666667
"13181","Rhabdophis himalayana","reptile","Squamata","Natricidae",7,"npp",0.51698638796951,0.572218085401,0.25
"13182","Rhabdophis subminiata","reptile","Squamata","Natricidae",13,"npp",0.0639773630698726,0.0640648667127208,0.1
"13183","Rhacophorus maximus","amphibian","Anura","Rhacophoridae",5,"npp",0.92428850975652,1.6176908187915,0.5
"13184","Rhacophorus rhodopus","amphibian","Anura","Rhacophoridae",5,"npp",-0.57400228138212,-0.653471443747603,0.5
"13185","Rhacophorus verrucosus","amphibian","Anura","Rhacophoridae",8,"npp",-0.340573881470774,-0.354741565813477,0.2
"13186","Rhagologus leucostigma","bird","Passeriformes","Corvidae",11,"npp",-0.136902293762051,-0.137767327527384,0.125
"13187","Rhegmatorhina melanosticta","bird","Passeriformes","Thamnophilidae",5,"npp",0.789130995236139,1.06912409662637,0.5
"13188","Rhinocheilus lecontei","reptile","Squamata","Colubridae",6,"npp",-0.257142857142857,-0.26304654794839,0.333333333333333
"13189","Rhinolophus arcuatus","mammal","Chiroptera","Rhinolophidae",17,"npp",0.481897125438334,0.525452282666007,0.0714285714285714
"13190","Rhinolophus philippinensis","mammal","Chiroptera","Rhinolophidae",6,"npp",0.687351524027115,0.842917976829779,0.333333333333333
"13191","Rhinolophus virgo","mammal","Chiroptera","Rhinolophidae",16,"npp",-0.541698284657572,-0.606556067844803,0.0769230769230769
"13192","Rhinophylla pumilio","mammal","Chiroptera","Phyllostomidae",8,"npp",-0.575547975464652,-0.655779714360685,0.2
"13193","Rhinopomastus cyanomelas","bird","Bucerotiformes","Phoeniculidae",11,"npp",0.162764550572076,0.164225174718875,0.125
"13194","Rhipidura albicollis","bird","Passeriformes","Rhipiduridae",9,"npp",0.041280310418419,0.0413037825192272,0.166666666666667
"13195","Rhipidura albolimbata","bird","Passeriformes","Rhipiduridae",14,"npp",-0.306430430883404,-0.316601142199489,0.0909090909090909
"13196","Rhipidura atra","bird","Passeriformes","Rhipiduridae",14,"npp",-0.677007952629993,-0.823569401107202,0.0909090909090909
"13197","Rhipidura brachyrhyncha","bird","Passeriformes","Rhipiduridae",7,"npp",0.133639630227283,0.134443847003075,0.25
"13198","Rhipidura cyaniceps","bird","Passeriformes","Rhipiduridae",9,"npp",-0.0756930416251021,-0.0758381001077061,0.166666666666667
"13199","Rhipidura fuliginosa","bird","Passeriformes","Rhipiduridae",14,"npp",0.291912560392125,0.300655707999141,0.0909090909090909
"13200","Rhipidura leucophrys","bird","Passeriformes","Rhipiduridae",6,"npp",0.574528415636757,0.654256461876637,0.333333333333333
"13201","Rhipidura leucothorax","bird","Passeriformes","Rhipiduridae",6,"npp",0.428912109147921,0.458562774324057,0.333333333333333
"13202","Rhipidura rufidorsa","bird","Passeriformes","Rhipiduridae",5,"npp",-0.297338168638474,-0.306597071068138,0.5
"13203","Rhipidura rufifrons","bird","Passeriformes","Rhipiduridae",14,"npp",-0.440575550069642,-0.472944756516298,0.0909090909090909
"13204","Rhipidura rufiventris","bird","Passeriformes","Rhipiduridae",11,"npp",0.043712853117377,0.0437407274523128,0.125
"13205","Rhipidura spilodera","bird","Passeriformes","Rhipiduridae",6,"npp",0.278045230816389,0.285562267907979,0.333333333333333
"13206","Rhipidura threnothorax","bird","Passeriformes","Rhipiduridae",6,"npp",-0.0924315572511296,-0.09269614744004,0.333333333333333
"13207","Rhogeessa tumida","mammal","Chiroptera","Vespertilionidae",9,"npp",0.208772220043874,0.211887269200699,0.166666666666667
"13208","Rhopospina fruticeti","bird","Passeriformes","Thraupidae",12,"npp",-0.346952488909475,-0.361975009599022,0.111111111111111
"13209","Rhyacornis fuliginosus","bird","Passeriformes","Muscicapidae",5,"npp",-0.696073271736358,-0.859642185593502,0.5
"13210","Rhynchocyclus brevirostris","bird","Passeriformes","Tyrannidae",5,"npp",-0.471967450574712,-0.51259862910902,0.5
"13211","Rhynchocyclus olivaceus","bird","Passeriformes","Tyrannidae",6,"npp",0.260730182714958,0.266891688263943,0.333333333333333
"13212","Rhynchonycteris naso","mammal","Chiroptera","Emballonuridae",5,"npp",-0.127617477464935,-0.128317129235232,0.5
"13213","Rhynchotus rufescens","bird","Tinamiformes","Tinamidae",7,"npp",-0.198064076376228,-0.200716777212534,0.25
"13214","Rhytipterna simplex","bird","Passeriformes","Tyrannidae",7,"npp",-0.222032840113689,-0.225793350548061,0.25
"13215","Riparia riparia","bird","Passeriformes","Hirundinidae",27,"npp",0.0473280770642899,0.0473634620923246,0.0416666666666667
"13216","Rissa tridactyla","bird","Charadriiformes","Laridae",7,"npp",-0.732739325275149,-0.93461718413003,0.25
"13217","Rostrhamus sociabilis","bird","Accipitriformes","Accipitridae",7,"npp",0.25,0.255412811882995,0.25
"13218","Rousettus aegyptiacus","mammal","Chiroptera","Pteropodidae",7,"npp",-0.215508425673991,-0.218940946829387,0.25
"13219","Rousettus amplexicaudatus","mammal","Chiroptera","Pteropodidae",19,"npp",-0.141159490414994,-0.142108443235947,0.0625
"13220","Saccopteryx bilineata","mammal","Chiroptera","Emballonuridae",14,"npp",0.0211131053466704,0.0211162433345823,0.0909090909090909
"13221","Sakesphorus canadensis","bird","Passeriformes","Thamnophilidae",7,"npp",0.915099691074666,1.55802361312751,0.25
"13222","Salpinctes obsoletus","bird","Passeriformes","Troglodytidae",25,"npp",0.322172405435131,0.334069227095052,0.0454545454545455
"13223","Saltator atriceps","bird","Passeriformes","Thraupidae",7,"npp",-0.180032290053078,-0.18201606008381,0.25
"13224","Saltator aurantiirostris","bird","Passeriformes","Thraupidae",15,"npp",0.393468608482918,0.415897417021487,0.0833333333333333
"13225","Saltator coerulescens","bird","Passeriformes","Thraupidae",11,"npp",-0.170351236921462,-0.172028375512426,0.125
"13226","Saltator maximus","bird","Passeriformes","Thraupidae",14,"npp",-0.3318743604491,-0.344933141826565,0.0909090909090909
"13227","Saltator similis","bird","Passeriformes","Thraupidae",5,"npp",0.4,0.423648930193602,0.5
"13228","Sasia ochracea","bird","Piciformes","Picidae",5,"npp",0.731723414949915,0.932426951566915,0.5
"13229","Satrapa icterophrys","bird","Passeriformes","Tyrannidae",5,"npp",-0.783718556505148,-1.05493750110085,0.5
"13230","Saxicola ferrea","bird","Passeriformes","Muscicapidae",6,"npp",-0.714285714285714,-0.895879734614027,0.333333333333333
"13231","Saxicola torquatus","bird","Passeriformes","Muscicapidae",9,"npp",-0.218294076000839,-0.221864123642263,0.166666666666667
"13232","Sayornis nigricans","bird","Passeriformes","Tyrannidae",14,"npp",-0.0638848405117167,-0.0639719644456732,0.0909090909090909
"13233","Sayornis phoebe","bird","Passeriformes","Tyrannidae",27,"npp",-0.0603559337660284,-0.0604293833499026,0.0416666666666667
"13234","Sayornis saya","bird","Passeriformes","Tyrannidae",17,"npp",-0.0704529299820095,-0.0705698454555024,0.0714285714285714
"13235","Scalopus aquaticus","mammal","Soricomorpha","Talpidae",26,"npp",0.44221315188596,0.474978613493273,0.0434782608695652
"13236","Scapanus latimanus","mammal","Eulipotyphla","Talpidae",29,"npp",0.552728062669342,0.622300966366586,0.0384615384615385
"13237","Scapanus orarius","mammal","Eulipotyphla","Talpidae",79,"npp",0.291676324846568,0.300397486436005,0.0131578947368421
"13238","Scapanus townsendii","mammal","Eulipotyphla","Talpidae",35,"npp",-0.0179100340584369,-0.0179119494235664,0.03125
"13239","Sceloporus magister","reptile","Squamata","Phrynosomatidae",5,"npp",-0.534477091061502,-0.596391817786395,0.5
"13240","Sceloporus occidentalis","reptile","Squamata","Phrynosomatidae",24,"npp",-0.147950522116894,-0.149044439486742,0.0476190476190476
"13241","Sceloporus undulatus","reptile","Squamata","Phrynosomatidae",6,"npp",0.651561894700225,0.778008055363533,0.333333333333333
"13242","Scelorchilus rubecula","bird","Passeriformes","Rhinocryptidae",5,"npp",0.410573382274528,0.436300662403644,0.5
"13243","Scenopoeetes dentirostris","bird","Passeriformes","Ptilonorhynchidae",7,"npp",0.099333332354184,0.0996619913107931,0.25
"13244","Schiffornis turdina","bird","Passeriformes","Tityridae",13,"npp",-0.565349073993441,-0.640660444294778,0.1
"13245","Schiffornis virescens","bird","Passeriformes","Tityridae",6,"npp",-0.711416392908872,-0.89004588167593,0.333333333333333
"13246","Schistes geoffroyi","bird","Apodiformes","Trochilidae",6,"npp",0.264975614336734,0.271452223668016,0.333333333333333
"13247","Schistochlamys melanopis","bird","Passeriformes","Thraupidae",6,"npp",-0.150915965265163,-0.152077616803063,0.333333333333333
"13248","Schistocichla leucostigma","bird","Passeriformes","Thamnophilidae",6,"npp",0.696129728503704,0.859751716230598,0.333333333333333
"13249","Schoeniophylax phryganophilus","bird","Passeriformes","Furnariidae",6,"npp",-0.199043936426173,-0.201736852492642,0.333333333333333
"13250","Sciurus aberti","mammal","Rodentia","Sciuridae",40,"npp",-0.218786751132496,-0.22238150906913,0.027027027027027
"13251","Sciurus arizonensis","mammal","Rodentia","Sciuridae",52,"npp",-0.195878622514631,-0.198443109181264,0.0204081632653061
"13252","Sciurus carolinensis","mammal","Rodentia","Sciuridae",36,"npp",-0.0466695444477269,-0.0467034716064947,0.0303030303030303
"13253","Sciurus griseus","mammal","Rodentia","Sciuridae",53,"npp",-0.0536820924505388,-0.0537337482243394,0.02
"13254","Sciurus nayaritensis","mammal","Rodentia","Sciuridae",8,"npp",-0.518063699616118,-0.573689485747215,0.2
"13255","Sciurus niger","mammal","Rodentia","Sciuridae",78,"npp",0.0720115368078649,0.0721364013582881,0.0133333333333333
"13256","Sciurus vulgaris","mammal","Rodentia","Sciuridae",6,"npp",0.744040436497327,0.959470156664724,0.333333333333333
"13257","Sclerurus mexicanus","bird","Passeriformes","Furnariidae",9,"npp",-0.440121024490997,-0.472380894306721,0.166666666666667
"13258","Sclerurus rufigularis","bird","Passeriformes","Furnariidae",6,"npp",-0.257142857142857,-0.26304654794839,0.333333333333333
"13259","Scolopax minor","bird","Charadriiformes","Scolopacidae",43,"npp",0.0297220548008695,0.0297308116025658,0.025
"13260","Scotinomys teguina","mammal","Rodentia","Cricetidae",10,"npp",-0.426743509532582,-0.455908308188422,0.142857142857143
"13261","Scotophilus dinganii","mammal","Chiroptera","Vespertilionidae",5,"npp",-0.699513964003994,-0.866348150987384,0.5
"13262","Scotophilus kuhlii","mammal","Chiroptera","Vespertilionidae",5,"npp",-0.294188394491467,-0.30314535054961,0.5
"13263","Scotophilus nigrita","mammal","Chiroptera","Vespertilionidae",5,"npp",0.412238864447781,0.43830546894597,0.5
"13264","Scotorepens greyii","mammal","Chiroptera","Vespertilionidae",6,"npp",0.369781840296317,0.388170360397893,0.333333333333333
"13265","Scytalopus parvirostris","bird","Passeriformes","Rhinocryptidae",6,"npp",0.46824019526241,0.507813962004003,0.333333333333333
"13266","Scytalopus simonsi","bird","Passeriformes","Rhinocryptidae",7,"npp",0.223858980355449,0.227715007143943,0.25
"13267","Seicercus burkii","bird","Passeriformes","Phylloscopidae",8,"npp",-0.456836251222819,-0.493305787325288,0.2
"13268","Seicercus castaniceps","bird","Passeriformes","Phylloscopidae",5,"npp",0.421237770539824,0.449195852156247,0.5
"13269","Seicercus omeiensis","bird","Passeriformes","Phylloscopidae",6,"npp",-0.13582041881432,-0.136664954477051,0.333333333333333
"13270","Seiurus aurocapilla","bird","Passeriformes","Parulidae",98,"npp",0.015940378716317,0.0159417290492805,0.0105263157894737
"13271","Seiurus motacilla","bird","Passeriformes","Parulidae",19,"npp",-0.448396917101465,-0.482691957244488,0.0625
"13272","Selasphorus platycercus","bird","Apodiformes","Trochilidae",24,"npp",-0.169161293087472,-0.17080312318828,0.0476190476190476
"13273","Selasphorus rufus","bird","Apodiformes","Trochilidae",22,"npp",0.488859611505702,0.534560729579135,0.0526315789473684
"13274","Selasphorus sasin","bird","Apodiformes","Trochilidae",17,"npp",-0.243103096402228,-0.248069488129615,0.0714285714285714
"13275","Selenidera reinwardtii","bird","Piciformes","Ramphastidae",5,"npp",0.568763094203685,0.645692572617139,0.5
"13276","Sericornis arfakianus","bird","Passeriformes","Acanthizidae",6,"npp",0.098881336746753,0.0992055120354379,0.333333333333333
"13277","Sericornis citreogularis","bird","Passeriformes","Acanthizidae",10,"npp",-0.595864678871472,-0.686710605787651,0.142857142857143
"13278","Sericornis frontalis","bird","Passeriformes","Acanthizidae",8,"npp",0.0164514409980047,0.0164529254327497,0.2
"13279","Sericornis keri","bird","Passeriformes","Acanthizidae",9,"npp",-0.387773880024851,-0.409177262897198,0.166666666666667
"13280","Sericornis magnirostris","bird","Passeriformes","Acanthizidae",20,"npp",-0.20992178857451,-0.213089528297417,0.0588235294117647
"13281","Sericornis nouhuysi","bird","Passeriformes","Acanthizidae",14,"npp",0.383936954346873,0.404669138393264,0.0909090909090909
"13282","Sericornis perspicillatus","bird","Passeriformes","Acanthizidae",12,"npp",-0.0759553270577677,-0.0761019022212388,0.111111111111111
"13283","Sericornis spilodera","bird","Passeriformes","Acanthizidae",6,"npp",0.695296382176634,0.858136650977196,0.333333333333333
"13284","Serinus mozambicus","bird","Passeriformes","Fringillidae",7,"npp",0.810328809881713,1.12798588801205,0.25
"13285","Serpophaga subcristata","bird","Passeriformes","Tyrannidae",7,"npp",0.11712771135576,0.117667785055328,0.25
"13286","Setophaga americana","bird","Passeriformes","Parulidae",21,"npp",0.0111300153677772,0.0111304749871422,0.0555555555555556
"13287","Setophaga caerulescens","bird","Passeriformes","Parulidae",32,"npp",-0.0918689998030708,-0.0921287720094079,0.0344827586206897
"13288","Setophaga castanea","bird","Passeriformes","Parulidae",26,"npp",0.0932851688737818,0.0935571835518582,0.0434782608695652
"13289","Setophaga cerulea","bird","Passeriformes","Parulidae",8,"npp",0.285724833304598,0.293904817642644,0.2
"13290","Setophaga coronata","bird","Passeriformes","Parulidae",168,"npp",0.0593561021188687,0.0594259565978946,0.00606060606060606
"13291","Setophaga discolor","bird","Passeriformes","Parulidae",10,"npp",0.0268111656105745,0.0268175926830821,0.142857142857143
